position	role	kind	logical_path	expected_sha256	actual_sha256	bytes	files	archive_entries	archive_bytes	nested_archive_entries	nested_archive_bytes	forbidden_hits	violations
184	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotfleetwise-1.12.564.jar	6fb4576830bb7d59b1d9aec2e1077af2a5a215556d7e0c0da294878910cf1d28	6fb4576830bb7d59b1d9aec2e1077af2a5a215556d7e0c0da294878910cf1d28	849146	1	501	2052971	0	0	0	0
185	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotjobsdataplane-1.12.564.jar	0cb7dd4190a71411906082ef95fba985dbc2d36c9dd40ad09584c95892ba4e14	0cb7dd4190a71411906082ef95fba985dbc2d36c9dd40ad09584c95892ba4e14	91541	1	60	207534	0	0	0	0
186	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotroborunner-1.12.564.jar	b9aafd4cdb698c990289f0b2ba0e8578492cb47d27e66c80d005c3a4f8c3991d	b9aafd4cdb698c990289f0b2ba0e8578492cb47d27e66c80d005c3a4f8c3991d	279184	1	171	684509	0	0	0	0
187	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotsecuretunneling-1.12.564.jar	c9aeb505876ca2820c0fef7f8b8339901825b5ef069bfefcda1792c89829934e	c9aeb505876ca2820c0fef7f8b8339901825b5ef069bfefcda1792c89829934e	131933	1	85	311692	0	0	0	0
188	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotsitewise-1.12.564.jar	c01521faa3df47df45303c6f3be0b51ffe5a3066f3326becc93e91c7ac5edf1a	c01521faa3df47df45303c6f3be0b51ffe5a3066f3326becc93e91c7ac5edf1a	1368540	1	819	3285868	0	0	0	0
189	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotthingsgraph-1.12.564.jar	325f5b6cc483c8bcd73f912bfccee9805050194357653fe4303af733810900fc	325f5b6cc483c8bcd73f912bfccee9805050194357653fe4303af733810900fc	486404	1	303	1195167	0	0	0	0
190	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iottwinmaker-1.12.564.jar	b547831a81528c9c67f2553773a98184f22345c9d35368807fbb86d87fc1288d	b547831a81528c9c67f2553773a98184f22345c9d35368807fbb86d87fc1288d	700202	1	405	1665535	0	0	0	0
191	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-iotwireless-1.12.564.jar	0ee95e386ae4c2d64942d7b92d79786bb5bef048d971c730397cba37ba3c6349	0ee95e386ae4c2d64942d7b92d79786bb5bef048d971c730397cba37ba3c6349	1768689	1	1077	4332152	0	0	0	0
192	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ivs-1.12.564.jar	2b6015865ead7485cdb131a5e3fa176b11989b8f8759e54aa68c78c06b1a73cd	2b6015865ead7485cdb131a5e3fa176b11989b8f8759e54aa68c78c06b1a73cd	467271	1	295	1102504	0	0	0	0
193	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ivschat-1.12.564.jar	0f9dedbc2e043a461036e31e27885a77d773bbbd50f9ed9172cc49d838b4491b	0f9dedbc2e043a461036e31e27885a77d773bbbd50f9ed9172cc49d838b4491b	262721	1	161	632319	0	0	0	0
194	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-ivsrealtime-1.12.564.jar	86f985687c8e7c4c89185caf3a94a6847986e366c6ff7bdcc1a66f1e4de806f5	86f985687c8e7c4c89185caf3a94a6847986e366c6ff7bdcc1a66f1e4de806f5	234499	1	147	554613	0	0	0	0
195	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kafka-1.12.564.jar	dd9e9544005fd65973ce0836578b55dd87e38fda722012033f5a78e58f92f47e	dd9e9544005fd65973ce0836578b55dd87e38fda722012033f5a78e58f92f47e	884914	1	528	2095815	0	0	0	0
196	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kafkaconnect-1.12.564.jar	89077cff5f9d981c29a422e70eb3127df37063ac40763410896c1bd104e5fa04	89077cff5f9d981c29a422e70eb3127df37063ac40763410896c1bd104e5fa04	433355	1	264	980369	0	0	0	0
197	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kendra-1.12.564.jar	85d2b1918ad3193505e1970a7a32172cf2ba925ec542c071c503d2fdbc736644	85d2b1918ad3193505e1970a7a32172cf2ba925ec542c071c503d2fdbc736644	1650786	1	940	3924944	0	0	0	0
198	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kendraranking-1.12.564.jar	519209445a28e7c16fc488ffb1ad41d461f616ec98e2f94e6864efb1967487af	519209445a28e7c16fc488ffb1ad41d461f616ec98e2f94e6864efb1967487af	144543	1	98	338179	0	0	0	0
199	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-keyspaces-1.12.564.jar	f0c3a475cd4a25aaa01263de0bd0ac2330b6313e3e6460cac43f4e8cc0c83a1a	f0c3a475cd4a25aaa01263de0bd0ac2330b6313e3e6460cac43f4e8cc0c83a1a	250265	1	161	578250	0	0	0	0
200	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kinesis-1.12.564.jar	bd5946b4764ae3de47f6bf3f32877e0d8e8d72ebd0b6c5dddfedc99e389bdfe9	bd5946b4764ae3de47f6bf3f32877e0d8e8d72ebd0b6c5dddfedc99e389bdfe9	1577334	1	933	3801413	0	0	0	0
201	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kinesisanalyticsv2-1.12.564.jar	4e21ca9b80d70619155bf50041d5c18d72fabb2b27c1b5b280a98f2dce990f72	4e21ca9b80d70619155bf50041d5c18d72fabb2b27c1b5b280a98f2dce990f72	1004488	1	594	2369818	0	0	0	0
202	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kinesisvideosignalingchannels-1.12.564.jar	92424f22adede3e6c18da07567f8ae44360ea5408758113c285dd8279eb57697	92424f22adede3e6c18da07567f8ae44360ea5408758113c285dd8279eb57697	54115	1	40	114711	0	0	0	0
203	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kinesisvideowebrtcstorage-1.12.564.jar	046038305487e1a229a8800de95daf915ccbeced9e6b6b691d1d22c944885e10	046038305487e1a229a8800de95daf915ccbeced9e6b6b691d1d22c944885e10	30443	1	26	59850	0	0	0	0
204	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-kms-1.12.564.jar	78f34a37e1e257338745a900caf5a3eb4685bd5dfe972920b9eb0c65a37333a3	78f34a37e1e257338745a900caf5a3eb4685bd5dfe972920b9eb0c65a37333a3	717076	1	468	1689161	0	0	0	0
205	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lakeformation-1.12.564.jar	a27d0a2fedfd112366b4156b0f757284fec73547ce3cd68edfbf53b85731a734	a27d0a2fedfd112366b4156b0f757284fec73547ce3cd68edfbf53b85731a734	801056	1	495	1942504	0	0	0	0
206	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lambda-1.12.564.jar	589f18a8bfa2b2afe0afb495b1f407f3d9d365d94dd3ea24b56af1fb95bb65c7	589f18a8bfa2b2afe0afb495b1f407f3d9d365d94dd3ea24b56af1fb95bb65c7	1191255	1	683	2959978	0	0	0	0
207	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lex-1.12.564.jar	dfa45b8527d54a5167833a14ca4a94f971b9f20b66407b58fda968fa3495211b	dfa45b8527d54a5167833a14ca4a94f971b9f20b66407b58fda968fa3495211b	162763	1	100	367493	0	0	0	0
208	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lexmodelbuilding-1.12.564.jar	ff5f43b6b11dbccd8f1b9ae9f1555e2ea569cae08eb7e0ae9881e7df7f871ae5	ff5f43b6b11dbccd8f1b9ae9f1555e2ea569cae08eb7e0ae9881e7df7f871ae5	712814	1	406	1776688	0	0	0	0
209	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lexmodelsv2-1.12.564.jar	a4ce9600a3f51c550dd1df1a0b9e06b5fe7459a3d5e543339d88b10c8c69a3b8	a4ce9600a3f51c550dd1df1a0b9e06b5fe7459a3d5e543339d88b10c8c69a3b8	2508962	1	1415	5981624	0	0	0	0
210	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lexruntimev2-1.12.564.jar	85ad0af94135fa88af0ca91cf79c73d6e62943ef34c43feb2810c9f9409481c7	85ad0af94135fa88af0ca91cf79c73d6e62943ef34c43feb2810c9f9409481c7	198302	1	122	439746	0	0	0	0
211	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-licensemanager-1.12.564.jar	6be4275decf33e07e30fdb1b299393aa5882e661f11e4ff6f93bcb6fce4310b0	6be4275decf33e07e30fdb1b299393aa5882e661f11e4ff6f93bcb6fce4310b0	820574	1	479	2037060	0	0	0	0
212	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-licensemanagerlinuxsubscriptions-1.12.564.jar	d53f74f00a1375bd70027a973a76900ea9c5bac8b1e45324b761a4ae30f37ef5	d53f74f00a1375bd70027a973a76900ea9c5bac8b1e45324b761a4ae30f37ef5	94897	1	58	225444	0	0	0	0
213	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-licensemanagerusersubscriptions-1.12.564.jar	b31bffde958644dc98e32bb827a1bec49aa9b98aa1d55677c1788849a13dec16	b31bffde958644dc98e32bb827a1bec49aa9b98aa1d55677c1788849a13dec16	196886	1	119	488648	0	0	0	0
214	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lightsail-1.12.564.jar	95b2eba6d5e066c4bd992f67d1bb7e4ef605c54e6d41f9c4003017699e04ab4a	95b2eba6d5e066c4bd992f67d1bb7e4ef605c54e6d41f9c4003017699e04ab4a	2447031	1	1403	6039620	0	0	0	0
215	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-location-1.12.564.jar	747960a1e2c39cb04bc31d2223353e3b6320cd7d1fefc149890a9e3ad3ec0897	747960a1e2c39cb04bc31d2223353e3b6320cd7d1fefc149890a9e3ad3ec0897	924325	1	532	2260313	0	0	0	0
216	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-logs-1.12.564.jar	2332fa1bce57922765fce4111b11adbdf752c137c085e33930354a7f38aede45	2332fa1bce57922765fce4111b11adbdf752c137c085e33930354a7f38aede45	671172	1	425	1618606	0	0	0	0
217	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lookoutequipment-1.12.564.jar	e346530fd0117c176bb70a8c36d10b7c82f8a608055eae218470ce2a4f2f5312	e346530fd0117c176bb70a8c36d10b7c82f8a608055eae218470ce2a4f2f5312	780747	1	451	1955408	0	0	0	0
218	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lookoutforvision-1.12.564.jar	0c2922173f0b3ed799ca1c78ef518befb23357d91cccbef9292b74ce8609c2ae	0c2922173f0b3ed799ca1c78ef518befb23357d91cccbef9292b74ce8609c2ae	402162	1	245	954124	0	0	0	0
219	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-lookoutmetrics-1.12.564.jar	4afd2e5a16ae2c55096f601a6ce05315e832e205b9cd040fbee040c12add6d58	4afd2e5a16ae2c55096f601a6ce05315e832e205b9cd040fbee040c12add6d58	661395	1	392	1564983	0	0	0	0
220	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-machinelearning-1.12.564.jar	61cc6228b66202ec609bd8128013a081ecf0900b41493bbc330cd95110151f2e	61cc6228b66202ec609bd8128013a081ecf0900b41493bbc330cd95110151f2e	477871	1	278	1179041	0	0	0	0
221	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-macie-1.12.564.jar	cbe1465e1f25d680ed1c82be35b8954cc8bc86f60937831f18d400dc6211a968	cbe1465e1f25d680ed1c82be35b8954cc8bc86f60937831f18d400dc6211a968	125201	1	85	285727	0	0	0	0
222	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-macie2-1.12.564.jar	2f73d67498ed70062f6c6473951949022e2aa06832e0fe84ddb13579a3c2cc39	2f73d67498ed70062f6c6473951949022e2aa06832e0fe84ddb13579a3c2cc39	1592659	1	973	3730271	0	0	0	0
223	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mainframemodernization-1.12.564.jar	f178107ef24d9b37d292521c00896575a46ead3a8a614eaf7b11f3ef9889bd34	f178107ef24d9b37d292521c00896575a46ead3a8a614eaf7b11f3ef9889bd34	618661	1	360	1511773	0	0	0	0
224	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-managedblockchain-1.12.564.jar	3d2e764d5c705a86b53c9b0a60346e64af068c6f065b10705e54793b7a26d471	3d2e764d5c705a86b53c9b0a60346e64af068c6f065b10705e54793b7a26d471	517608	1	317	1218499	0	0	0	0
225	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-managedblockchainquery-1.12.564.jar	b9269caa88dbc381381f5a03562feff09be8817e274d6033b5e696426b7d3852	b9269caa88dbc381381f5a03562feff09be8817e274d6033b5e696426b7d3852	183648	1	110	429104	0	0	0	0
226	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-managedgrafana-1.12.564.jar	3caec9072f5ce13be620016be0aa3ec0abc393278b1c6e3e76c71f1a27982802	3caec9072f5ce13be620016be0aa3ec0abc393278b1c6e3e76c71f1a27982802	340191	1	203	820361	0	0	0	0
227	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-marketplacecatalog-1.12.564.jar	b4b6c23ff93229b4747b520c42326345f1864578b28880bdb150bdc585622ae3	b4b6c23ff93229b4747b520c42326345f1864578b28880bdb150bdc585622ae3	202469	1	131	476305	0	0	0	0
228	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-marketplacecommerceanalytics-1.12.564.jar	7f53469b9efd4e36ec06812ae588a99a0e9543c3a3a64ef421b8bce3d52d463f	7f53469b9efd4e36ec06812ae588a99a0e9543c3a3a64ef421b8bce3d52d463f	44266	1	28	102651	0	0	0	0
229	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-marketplaceentitlement-1.12.564.jar	bd7b38464193934a3b67cc912e0899c1f9b9051d8e4936044bf24e1ebdef8aed	bd7b38464193934a3b67cc912e0899c1f9b9051d8e4936044bf24e1ebdef8aed	43589	1	31	91182	0	0	0	0
230	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-marketplacemeteringservice-1.12.564.jar	bef968f1f2cbcf464698c9976831541452e21404c13bcb5f1a805e7721fcf240	bef968f1f2cbcf464698c9976831541452e21404c13bcb5f1a805e7721fcf240	113659	1	83	243414	0	0	0	0
231	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mechanicalturkrequester-1.12.564.jar	fc5475983882c3b37a7c201d43dcfbaed6b834d99b79f14ab4ecc0cabfdb983e	fc5475983882c3b37a7c201d43dcfbaed6b834d99b79f14ab4ecc0cabfdb983e	522085	1	317	1285443	0	0	0	0
232	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediaconnect-1.12.564.jar	49f1448cad13eefdff5af26ff4eab53db77ba0c267b54f3eb482c037fd972737	49f1448cad13eefdff5af26ff4eab53db77ba0c267b54f3eb482c037fd972737	1019951	1	599	2428852	0	0	0	0
233	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediaconvert-1.12.564.jar	64fa5464656d7604030d26c097027d24d85c617de48a4e6fccae4db29eddbcdf	64fa5464656d7604030d26c097027d24d85c617de48a4e6fccae4db29eddbcdf	1952020	1	1142	4327522	0	0	0	0
234	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-medialive-1.12.564.jar	335aa66dc54134b1f81ecd8bb5ae616bd9b532d8fa94ddbc33c726c0123078cf	335aa66dc54134b1f81ecd8bb5ae616bd9b532d8fa94ddbc33c726c0123078cf	2452132	1	1458	5614830	0	0	0	0
235	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediapackage-1.12.564.jar	009943dc799af02894cb500c228433e68cb2d15a760a9ba825b16c0ed2c8f066	009943dc799af02894cb500c228433e68cb2d15a760a9ba825b16c0ed2c8f066	405841	1	223	999153	0	0	0	0
236	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediapackagev2-1.12.564.jar	4086b08766902d87174bf5b4f3a23028cae5e4874c6c39bcf872cc79a9b1b117	4086b08766902d87174bf5b4f3a23028cae5e4874c6c39bcf872cc79a9b1b117	398254	1	232	979674	0	0	0	0
237	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediapackagevod-1.12.564.jar	9784ff527a6a013b05daaa8be1f796c1a8fc67e20433190c44d5bcb244cc6cfd	9784ff527a6a013b05daaa8be1f796c1a8fc67e20433190c44d5bcb244cc6cfd	333103	1	196	807432	0	0	0	0
238	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediastore-1.12.564.jar	1560513fb72fe09025ad2e670c749288f091692fd3cc1dbfb71eb7c1c273acdf	1560513fb72fe09025ad2e670c749288f091692fd3cc1dbfb71eb7c1c273acdf	239143	1	168	576855	0	0	0	0
239	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediastoredata-1.12.564.jar	2f5b93dab0d70f83a7fcd7ca9ea0fde18c069e4419e607dbe9b44e33985ea52d	2f5b93dab0d70f83a7fcd7ca9ea0fde18c069e4419e607dbe9b44e33985ea52d	80608	1	56	183274	0	0	0	0
240	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mediatailor-1.12.564.jar	4cb587b2f92ab9680233a820ed24d8528774a82a470bd5a632ba0677392242ad	4cb587b2f92ab9680233a820ed24d8528774a82a470bd5a632ba0677392242ad	764057	1	428	1904636	0	0	0	0
241	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-medicalimaging-1.12.564.jar	b9009bc44a99c5e65a68c70a1405e3380956503c1c278a9d0f8eec92ba617ad5	b9009bc44a99c5e65a68c70a1405e3380956503c1c278a9d0f8eec92ba617ad5	325712	1	196	776522	0	0	0	0
242	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-memorydb-1.12.564.jar	80d65b6490c7999fc338bb495b2c139147c57d2a24579c73690a0c4f0cfa2a2d	80d65b6490c7999fc338bb495b2c139147c57d2a24579c73690a0c4f0cfa2a2d	723532	1	464	1666034	0	0	0	0
243	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mgn-1.12.564.jar	fe00e8140ad296bf9aaf2b18b5461051f93b14adc3ebc3e307643ddfca841feb	fe00e8140ad296bf9aaf2b18b5461051f93b14adc3ebc3e307643ddfca841feb	1275824	1	698	3161231	0	0	0	0
244	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-migrationhub-1.12.564.jar	d334fc1a0699913de233f00bb398721ecd275b620b74b0f0ef57ed70ca51270c	d334fc1a0699913de233f00bb398721ecd275b620b74b0f0ef57ed70ca51270c	243190	1	161	588871	0	0	0	0
245	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-migrationhubconfig-1.12.564.jar	78fb32cc7fb41eaa80dab684a6a4f5a86c6e5f73dfe6156808ee0f7cd8cc360c	78fb32cc7fb41eaa80dab684a6a4f5a86c6e5f73dfe6156808ee0f7cd8cc360c	66904	1	49	146217	0	0	0	0
246	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-migrationhuborchestrator-1.12.564.jar	e805870098ada57287529f675266ec85fb94762da8c8893842e21b7bdfea3d65	e805870098ada57287529f675266ec85fb94762da8c8893842e21b7bdfea3d65	460594	1	251	1170773	0	0	0	0
247	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-migrationhubrefactorspaces-1.12.564.jar	be49bc9619146d0b56c4ffed56550f1fc4952134c1c57e64db6b5fcb86ac8ed2	be49bc9619146d0b56c4ffed56550f1fc4952134c1c57e64db6b5fcb86ac8ed2	435160	1	236	1093751	0	0	0	0
248	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-migrationhubstrategyrecommendations-1.12.564.jar	3be8943dd07009e1cc66d1d933b121dbae12d981e98dad180637535490e17c4c	3be8943dd07009e1cc66d1d933b121dbae12d981e98dad180637535490e17c4c	609800	1	355	1461405	0	0	0	0
249	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mobile-1.12.564.jar	fb0e6ef71e0857dc2eed2abf7c8f6f41ced73baa5689ea3ff64e731320c4b2e8	fb0e6ef71e0857dc2eed2abf7c8f6f41ced73baa5689ea3ff64e731320c4b2e8	139704	1	96	317921	0	0	0	0
250	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-models-1.12.564.jar	4ad5d1b10a777daf2441d4c9885e991138fbc57a4641d3e4919de720e183c861	4ad5d1b10a777daf2441d4c9885e991138fbc57a4641d3e4919de720e183c861	80937324	1	715	1563208753	0	0	0	0
251	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mq-1.12.564.jar	557d111a3678fe8a8712b26add9366599d6fb816ef4fbe53b6311aefb815fee6	557d111a3678fe8a8712b26add9366599d6fb816ef4fbe53b6311aefb815fee6	416451	1	244	993052	0	0	0	0
252	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-mwaa-1.12.564.jar	d1d38f2fa7eecb327734b25b3cce079951e55bd64d6c37071c0b6757187516ef	d1d38f2fa7eecb327734b25b3cce079951e55bd64d6c37071c0b6757187516ef	207555	1	127	485993	0	0	0	0
253	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-neptune-1.12.564.jar	a81004ddbece0812603cece96b5a31421ed5f8452e87fd6e54c8758cbb38a728	a81004ddbece0812603cece96b5a31421ed5f8452e87fd6e54c8758cbb38a728	849539	1	534	2144032	0	0	0	0
254	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-neptunedata-1.12.564.jar	1fb1a200c77881521a837b68e5fdf7d5759a620c304b5dc6f6727746e0e095f5	1fb1a200c77881521a837b68e5fdf7d5759a620c304b5dc6f6727746e0e095f5	646435	1	399	1555547	0	0	0	0
255	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-networkfirewall-1.12.564.jar	2d7b4250a8f00f4cdf8d0a6634090e5355d8f3b389031d5659189ca22c69c58b	2d7b4250a8f00f4cdf8d0a6634090e5355d8f3b389031d5659189ca22c69c58b	739484	1	438	1783636	0	0	0	0
256	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-networkmanager-1.12.564.jar	4282e21bdea80fea7654dcf9fa6e904d875b9d24e1d1fa62e958b68282fc2e59	4282e21bdea80fea7654dcf9fa6e904d875b9d24e1d1fa62e958b68282fc2e59	1292812	1	749	3211393	0	0	0	0
257	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-nimblestudio-1.12.564.jar	7c20978f6506c31307a3a2a2e1327f510eeda8591ea510041a37c43dd9608221	7c20978f6506c31307a3a2a2e1327f510eeda8591ea510041a37c43dd9608221	849728	1	500	2074958	0	0	0	0
258	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-oam-1.12.564.jar	dcf8be77bcfba37f2f7820895b8f1230c50e2646c4d2f02f8007d26ea095946f	dcf8be77bcfba37f2f7820895b8f1230c50e2646c4d2f02f8007d26ea095946f	190898	1	128	447833	0	0	0	0
259	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-omics-1.12.564.jar	acb86c130e3aa0624a7b0522b60d6efa3ce65b65ff1f254dcd77e7c555efae28	acb86c130e3aa0624a7b0522b60d6efa3ce65b65ff1f254dcd77e7c555efae28	1465767	1	876	3510335	0	0	0	0
260	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-opensearch-1.12.564.jar	9fab27c1d8e2979b6fa8a9e9d7e7f1f43fe547e962e35fd43a3da5efeb053d6b	9fab27c1d8e2979b6fa8a9e9d7e7f1f43fe547e962e35fd43a3da5efeb053d6b	1167364	1	689	2773446	0	0	0	0
261	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-opensearchserverless-1.12.564.jar	5e2f700bddd5b691dc68006a8089a89b3e10c7874d02930a74670a59f9c86c03	5e2f700bddd5b691dc68006a8089a89b3e10c7874d02930a74670a59f9c86c03	493025	1	297	1210385	0	0	0	0
262	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-opsworks-1.12.564.jar	49295d5ff337d698cf58cd91718e7985461e2be93c3e1d919ce34f7b49b1abe0	49295d5ff337d698cf58cd91718e7985461e2be93c3e1d919ce34f7b49b1abe0	1092216	1	651	2685926	0	0	0	0
263	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-opsworkscm-1.12.564.jar	097cdff2aec274b01f1669f3082f3d16e275760a989ce56dd5b499014f663f4a	097cdff2aec274b01f1669f3082f3d16e275760a989ce56dd5b499014f663f4a	270113	1	166	658610	0	0	0	0
264	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-organizations-1.12.564.jar	5346ce1a8196e2fb6a9cceeee4c3ca87a9881e4d798b8f146c90560f220b92d8	5346ce1a8196e2fb6a9cceeee4c3ca87a9881e4d798b8f146c90560f220b92d8	783636	1	528	1865704	0	0	0	0
265	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-osis-1.12.564.jar	7250c178248339d88d4d3fea445b874ee13428d5c4e1d16556f95eb63e2da403	7250c178248339d88d4d3fea445b874ee13428d5c4e1d16556f95eb63e2da403	229505	1	154	526535	0	0	0	0
266	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-outposts-1.12.564.jar	03271b3fe9e0ab3097401d74f3e4f26d908820d566b6dc4ab8ff38f371bd621e	03271b3fe9e0ab3097401d74f3e4f26d908820d566b6dc4ab8ff38f371bd621e	413757	1	255	980902	0	0	0	0
267	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-panorama-1.12.564.jar	c061c3b81c3b75503a42f73231ca030dfb5f3fbea65f40a3f45918f1c1d7b9b8	c061c3b81c3b75503a42f73231ca030dfb5f3fbea65f40a3f45918f1c1d7b9b8	635061	1	375	1520148	0	0	0	0
268	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-paymentcryptography-1.12.564.jar	8b5dbf204adc22edf8f3c51bb8500e49d4f79a155f997c6f34525d22273d254c	8b5dbf204adc22edf8f3c51bb8500e49d4f79a155f997c6f34525d22273d254c	319633	1	202	761445	0	0	0	0
269	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-paymentcryptographydata-1.12.564.jar	e76e8f27cd5031c51ef06aefd8ebd6d9fef03b0e6b8a2e9f7d06c395a24c7a57	e76e8f27cd5031c51ef06aefd8ebd6d9fef03b0e6b8a2e9f7d06c395a24c7a57	397175	1	235	914554	0	0	0	0
270	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-pcaconnectorad-1.12.564.jar	282cb0e782b35b3d5a4109d157bc77327acd8e334e52fbcda6218168f83b6216	282cb0e782b35b3d5a4109d157bc77327acd8e334e52fbcda6218168f83b6216	546638	1	323	1303051	0	0	0	0
271	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-personalize-1.12.564.jar	e1f177b7fcfa7850d0df62eec3991a3c900fd7fbb4d54de9aa5c678d15399bc1	e1f177b7fcfa7850d0df62eec3991a3c900fd7fbb4d54de9aa5c678d15399bc1	1076154	1	634	2622023	0	0	0	0
272	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-personalizeevents-1.12.564.jar	868ddcdb47fd5f5cb57593a3c48d449e188bdb94d63ff7613a4bb0beeb6f7222	868ddcdb47fd5f5cb57593a3c48d449e188bdb94d63ff7613a4bb0beeb6f7222	67492	1	48	147857	0	0	0	0
273	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-personalizeruntime-1.12.564.jar	eda953eaf467c4bf4591667fe1e3d90a9ab3b584db8abf018906d535bf90b2f6	eda953eaf467c4bf4591667fe1e3d90a9ab3b584db8abf018906d535bf90b2f6	53221	1	34	120348	0	0	0	0
274	retained-distribution-dependency	jar	distribution:lib/aws-java-sdk-pi-1.12.564.jar	ba99cc1c421212db0f79e369ed1e9e4b7129c86b69ee68db486e74e6592e6493	ba99cc1c421212db0f79e369ed1e9e4b7129c86b69ee68db486e74e6592e6493	275434	1	165	641677	0	0	0	0
