keyword	total	namespaces
:ns	505	datomic.api:10,datomic.artemis-client:8,datomic.assert:4,datomic.aws-monitor:3,datomic.backup:8,datomic.btset:8,datomic.cache:1,datomic.cache.caffeine:2,datomic.cassandra-values:2,datomic.cassandra-values-v4:2,datomic.cast2slf4j:1,datomic.catalog:2,datomic.cli:2,datomic.cloudwatch:3,datomic.cluster:4,datomic.common:4,datomic.config:9,datomic.connector:3,datomic.coordination:2,datomic.core2.atom.logged:3,datomic.core2.log.ddb:2,datomic.core2.val-store.double-store:2,datomic.crypto:2,datomic.datalog:12,datomic.db:148,datomic.db-io:1,datomic.ddb:8,datomic.ddb-cluster:1,datomic.ddb-s3-cluster:13,datomic.ddb-values:1,datomic.domain:1,datomic.error:1,datomic.excise:10,datomic.extension-resolver:10,datomic.extensions:3,datomic.external-sort:2,datomic.fressian:4,datomic.fulltext:1,datomic.function:2,datomic.future:1,datomic.garbage:1,datomic.garbage.fressian:2,datomic.garbage.pod:2,datomic.h2:1,datomic.index:27,datomic.integrity:1,datomic.io:12,datomic.iter:6,datomic.kv-cache:1,datomic.kv-cluster:6,datomic.kv-dynamo:2,datomic.kv-sql:1,datomic.kv-sql-ext:1,datomic.kv-store:1,datomic.log:4,datomic.lucene:15,datomic.math:8,datomic.memcached:9,datomic.memory:6,datomic.memory-size:6,datomic.monitor:1,datomic.peer:5,datomic.process-monitor:1,datomic.pull:5,datomic.query:10,datomic.query.support:1,datomic.s3-api:17,datomic.simple-kv:1,datomic.slf4j:2,datomic.stats:2,datomic.tools:3,datomic.transaction:2,datomic.uri:2,datomic.valcache:33,datomic.valcache-direct:2
:nthreads	13	datomic.backup:2,datomic.cache:1,datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.core2.thread:1,datomic.datalog:1,datomic.ddb-s3-cluster:1,datomic.ddb-values:1,datomic.external-sort:1,datomic.kv-cluster:3
:numberOfDecreasesToday	1	datomic.ddb:1
:oKActions	1	datomic.cloudwatch:1
:obj	3	datomic.cluster:3
:object-cache-count	1	datomic.tools:1
:object-to-data	32	datomic.cloudwatch:4,datomic.datafy:3,datomic.ddb:14,datomic.s3-api:11
:objectLockLegalHoldStatus	1	datomic.s3-api:1
:objectLockMode	1	datomic.s3-api:1
:objectLockRetainUntilDate	1	datomic.s3-api:1
:objectSummaries	4	datomic.s3:3,datomic.s3-api:1
:ocache	2	datomic.domain:2
:offer-b	1	datomic.queue:1
:offer-nb	1	datomic.queue:1
:offset	8	datomic.index:7,datomic.query:1
:offsets	3	datomic.index:3
:ok	44	datomic.backup:2,datomic.cluster:2,datomic.cluster-stack:1,datomic.datafy:1,datomic.ddb-s3-cluster:1,datomic.garbage:5,datomic.garbage.pod:1,datomic.index:2,datomic.kv-cassandra:2,datomic.kv-cassandra2:2,datomic.kv-cassandra3:2,datomic.kv-cluster:3,datomic.kv-dynamo:2,datomic.kv-dynamo-skv:1,datomic.kv-hotrod:2,datomic.kv-mem:2,datomic.kv-sql:2,datomic.peer:1,datomic.reconnector2:2,datomic.s3-api:3,datomic.s3-kv:2,datomic.tools:2,datomic.val-cluster:1
:ok?	3	datomic.core2.retry:2,datomic.core2.val-store.s3:1
:old	2	datomic.catalog:2
:old-endpoint	1	datomic.peer:1
:old-password	5	datomic.h2:5
:old-storage-admin-password	1	datomic.h2:1
:old-storage-datomic-password	1	datomic.h2:1
:old-user	6	datomic.h2:6
:olddev	3	datomic.uri:3
:older-than	2	datomic.garbage:1,datomic.peer:1
:oldid	1	datomic.log:1
:olookup	29	datomic.db-io:3,datomic.index:3,datomic.integrity:13,datomic.log:2,datomic.stats:1,datomic.tools:7
:omit-norms	1	datomic.lucene:1
:on-failure	5	datomic.artemis-client:1,datomic.connector:2,datomic.core2.retry:1,datomic.core2.val-store.s3:1
:on-repair	2	datomic.cache:1,datomic.kv-cache:1
:on-success	2	datomic.core2.retry:1,datomic.core2.val-store.s3:1
:once	5	datomic.common:1,datomic.future:4
:ongoingRestore	6	datomic.s3-api:6
:only	15	datomic.aws:2,datomic.btset:2,datomic.datafy:2,datomic.db:2,datomic.fulltext:2,datomic.function:1,datomic.index:2,datomic.monitor:2
:op	6	datomic.core2.aws.ddb:2,datomic.core2.aws.s3.aws-api:3,datomic.db:1
:opcode	11	datomic.valcache:11
:optionalObjectAttributes	6	datomic.s3-api:6
:options	1	datomic.transaction:1
:opts	1	datomic.val-cluster:1
:or	4	datomic.artemis-client:1,datomic.ddb-s3-cluster:2,datomic.memcached:1
:out	2	datomic.cli:1,datomic.index:1
:override-endpoint	13	datomic.aws:2,datomic.cloudwatch:2,datomic.ddb:2,datomic.ddb-cluster:2,datomic.kv-dynamo-skv:1,datomic.s3-api:2,datomic.uri:2
:owner	2	datomic.s3-api:2
:owningAccount	5	datomic.cloudwatch:5
:p	10	datomic.core2.aws.ddb:2,datomic.core2.log.ddb:7,datomic.db:1
:pairs	4	datomic.integrity:4
:parameter-types	2	datomic.callback:1,datomic.error:1
:params	13	datomic.ddb-cluster:1,datomic.fressian:1,datomic.function:5,datomic.uri:6
:parentsOfAlarmName	5	datomic.cloudwatch:5
:part	17	datomic.db:13,datomic.integrity:3,datomic.transaction:1
:partCount	1	datomic.s3-api:1
:partition	1	datomic.cluster:1
:password	40	datomic.artemis-client:2,datomic.config:2,datomic.connector:1,datomic.coordination:2,datomic.coordination-ext:4,datomic.domain:1,datomic.h2:17,datomic.kv-cassandra:1,datomic.kv-cassandra2:1,datomic.kv-cassandra3:1,datomic.memcached:1,datomic.uri:6,datomic.valcache:1
:path	13	datomic.config:1,datomic.core2.val-store.fs:1,datomic.ddb-s3-cluster:1,datomic.fulltext:4,datomic.integrity:1,datomic.valcache:4,datomic.valcache-direct:1
:paths	1	datomic.integrity:1
:pattern	2	datomic.query:2
:peer	1	datomic.tools:1
:peer-config	1	datomic.tools:1
:peer-version	3	datomic.coordination:3
:peer/accept-new	2	datomic.peer:1,datomic.slf4j:1
:peer/admin-request	1	datomic.connector:1
:peer/adopt-completed	1	datomic.peer:1
:peer/adopt-failed	1	datomic.peer:1
:peer/cache-connection	1	datomic.peer:1
:peer/connect-transactor	1	datomic.peer:1
:peer/create-connection-impl	1	datomic.peer:1
:peer/ensure-schema-level	1	datomic.peer:1
:peer/get-connection	1	datomic.peer:1
:peer/hornet-connect	1	datomic.connector:1
:peer/hornet-connect-failed	1	datomic.connector:1
:peer/hornet-reuse-factory	1	datomic.connector:1
:peer/integrate-lucene	1	datomic.slf4j:1
:peer/notify-data	1	datomic.peer:1
:peer/request-failed	1	datomic.connector:1
:peer/request-timed-out	1	datomic.connector:1
:peer/sync	2	datomic.peer:2
:peer/transact	3	datomic.peer:3
:peer/transactor-admin-request	1	datomic.peer:1
:peer/transactor-connection-failed	1	datomic.peer:1
:pending	1	datomic.promise:1
:pending-txes	1	datomic.peer:1
:period	6	datomic.cloudwatch:6
:pf-stats	1	datomic.transaction:1
:phase	168	datomic.backup:10,datomic.cassandra-values:14,datomic.cassandra-values-v4:14,datomic.cluster:6,datomic.clusterfs:6,datomic.connector:8,datomic.coordination:2,datomic.db:4,datomic.ddb-values:12,datomic.fulltext:10,datomic.garbage:4,datomic.index:20,datomic.integrity:8,datomic.kv-cluster:17,datomic.log:6,datomic.peer:13,datomic.process-monitor:4,datomic.slf4j:2,datomic.tools:2,datomic.val-cluster:6
:pid	1	datomic.slf4j:1
:pod-garbage-handler	3	datomic.ddb-s3-cluster:2,datomic.kv-cluster:1
:pod-key	5	datomic.integrity:1,datomic.kv-cluster:4
:pod-update-resume	1	datomic.kv-cluster:1
:policyText	1	datomic.s3-api:1
:poll-b	2	datomic.queue:2
:poll-nb	2	datomic.queue:2
:port	26	datomic.common:1,datomic.connector:3,datomic.coordination:2,datomic.coordination-ext:5,datomic.kv-cassandra:1,datomic.kv-cassandra2:1,datomic.kv-cassandra3:1,datomic.kv-hotrod:1,datomic.peer:2,datomic.uri:8,datomic.valcache:1
:pre-acknowledge	4	datomic.artemis-client:1,datomic.connector:3
:pred	6	datomic.backup:1,datomic.catalog:2,datomic.common:1,datomic.core2.async:1,datomic.peer:1
:preds	1	datomic.datalog:1
:preemptiveBasicProxyAuth	5	datomic.aws:5
:prefix	18	datomic.backup:1,datomic.clusterfs:1,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.ddb-s3-cluster:1,datomic.s3:1,datomic.s3-api:12
:present	1	datomic.index:1
:prev	5	datomic.integrity:1,datomic.kv-cluster:4
:previous-root-id	1	datomic.peer:1
:previous-t	1	datomic.peer:1
:private	273	datomic.artemis-client:2,datomic.assert:1,datomic.aws-monitor:1,datomic.backup:7,datomic.btset:2,datomic.cache:1,datomic.cache.caffeine:2,datomic.cast2slf4j:1,datomic.catalog:1,datomic.cli:2,datomic.common:3,datomic.config:8,datomic.connector:3,datomic.core2.atom.logged:3,datomic.core2.log.ddb:2,datomic.core2.val-store.double-store:2,datomic.datalog:1,datomic.db:89,datomic.db-io:1,datomic.ddb-cluster:1,datomic.ddb-s3-cluster:12,datomic.domain:1,datomic.error:1,datomic.excise:10,datomic.extension-resolver:10,datomic.extensions:3,datomic.external-sort:1,datomic.fressian:1,datomic.function:2,datomic.future:1,datomic.garbage:1,datomic.garbage.fressian:2,datomic.garbage.pod:2,datomic.h2:1,datomic.index:23,datomic.integrity:1,datomic.iter:1,datomic.kv-cache:1,datomic.kv-cluster:5,datomic.kv-dynamo:2,datomic.kv-sql-ext:1,datomic.log:3,datomic.lucene:1,datomic.memcached:9,datomic.monitor:1,datomic.peer:3,datomic.process-monitor:1,datomic.pull:5,datomic.query:10,datomic.query.support:1,datomic.slf4j:2,datomic.stats:2,datomic.tools:2,datomic.uri:2,datomic.valcache:14,datomic.valcache-direct:2
:pro	2	datomic.config:2
:problems	1	datomic.tools.index-checks:1
:prog-fn	4	datomic.external-sort:1,datomic.external-sort-datoms:2,datomic.index:1
:progress	6	datomic.backup:4,datomic.integrity:2
:projectionExpression	5	datomic.ddb:5
:prom	3	datomic.peer:3
:prompt	1	datomic.assert:1
:property	2	datomic.config:2
:protocol	39	datomic.aws:5,datomic.coordination:3,datomic.ddb-s3-cluster:1,datomic.garbage:1,datomic.integrity:1,datomic.kv-cluster:1,datomic.peer:5,datomic.tools:2,datomic.uri:20
:protocol/dev	1	datomic.config:1
:provisionedThroughput	13	datomic.ddb:11,datomic.tools:2
:proxyAuthenticationMethods	5	datomic.aws:5
:proxyDomain	5	datomic.aws:5
:proxyHost	5	datomic.aws:5
:proxyPassword	5	datomic.aws:5
:proxyPort	5	datomic.aws:5
:proxyProtocol	5	datomic.aws:5
:proxyUsername	5	datomic.aws:5
:proxyWorkstation	5	datomic.aws:5
:public	3	datomic.callback:2,datomic.datafy:1
:pull	5	datomic.pull:1,datomic.query:4
:pull-many	1	datomic.pull:1
:pull/duplicate-attribute	2	datomic.pull:2
:put	7	datomic.cache.caffeine:1,datomic.cache.impl:1,datomic.core2.val-store.fs:3,datomic.queue:1,datomic.s3:1
:put-pool	2	datomic.core2.val-store.fs:1,datomic.ddb-s3-cluster:1
:puts-pool	1	datomic.valcache-direct:1
:qseq	1	datomic.query:1
:qualified-name	1	datomic.aws-monitor:1
:query	7	datomic.kv-sql-ext:2,datomic.query:5
:query-stats	1	datomic.query:1
:query-stats/clause	1	datomic.datalog:1
:r	10	datomic.core2.aws.ddb:2,datomic.core2.log.ddb:8
:raet	21	datomic.db:3,datomic.index:10,datomic.integrity:5,datomic.stats:2,datomic.treewalk:1
:raet-hist	7	datomic.index:5,datomic.integrity:1,datomic.treewalk:1
:raet-main	9	datomic.index:7,datomic.integrity:1,datomic.treewalk:1
:raet-mid	7	datomic.index:5,datomic.integrity:1,datomic.treewalk:1
:range-starts	2	datomic.datalog:1,datomic.query:1
:range-whiles	2	datomic.datalog:1,datomic.query:1
:raw	11	datomic.db:11
:rawMetadata	1	datomic.s3-api:1
:read-all	1	datomic.backup:1
:read-at	3	datomic.transaction:3
:read-concurrency	2	datomic.backup:1,datomic.kv-cluster:1
:read-handlers	2	datomic.artemis-client:2
:read-pool	2	datomic.core2.val-store.s3.sdkv1:1,datomic.ddb-s3-cluster:1
:readCapacityUnits	8	datomic.ddb:6,datomic.tools:2
:readLimit	2	datomic.s3-api:2
:recentlyActive	5	datomic.cloudwatch:5
:reconnect	3	datomic.peer:2,datomic.reconnector2:1
:reconnecting	1	datomic.reconnector2:1
:record-kv	1	datomic.memcached:1
:recur	192	datomic.cluster-stack:9,datomic.core2.async:22,datomic.core2.atom.logged:65,datomic.core2.aws.s3.aws-api:3,datomic.core2.log:9,datomic.core2.log.ddb:29,datomic.core2.val-store.double-store:12,datomic.core2.val-store.s3:3,datomic.core2.val-store.s3.aws-api:12,datomic.future:11,datomic.garbage.pod:17
:ref	1	datomic.db:1
:ref-key	3	datomic.kv-cluster:3
:refer	88	datomic.aggregation:2,datomic.btset:2,datomic.cluster:2,datomic.cluster-stack:2,datomic.core2.async:2,datomic.core2.atom:2,datomic.core2.atom.logged:4,datomic.core2.aws.s3.aws-api:4,datomic.core2.log:4,datomic.core2.log.ddb:4,datomic.core2.log.mem:2,datomic.core2.thread:2,datomic.core2.val-store.double-store:4,datomic.core2.val-store.fs:4,datomic.core2.val-store.s3:4,datomic.core2.val-store.s3.aws-api:4,datomic.core2.val-store.s3.sdkv1:2,datomic.datalog:2,datomic.db:4,datomic.extension-resolver:2,datomic.extensions:2,datomic.external-sort:2,datomic.function:2,datomic.future:2,datomic.garbage.pod:2,datomic.index:2,datomic.integrity:2,datomic.log:6,datomic.memcached:2,datomic.query:2,datomic.val-cluster:2,datomic.valcache:2,datomic.valcache-direct:2
:refresh-msec	1	datomic.core2.atom.logged:1
:region	25	datomic.aws:2,datomic.aws-monitor:1,datomic.cloudwatch:2,datomic.core2.aws.s3.sdkv1:1,datomic.ddb:2,datomic.ddb-cluster:2,datomic.ddb-s3-cluster:7,datomic.kv-dynamo-skv:1,datomic.s3-api:2,datomic.tools:3,datomic.uri:2
:rel	5	datomic.datalog:5
:related-class	29	datomic.cloudwatch:3,datomic.datafy:1,datomic.ddb:8,datomic.s3-api:17
:release-object-cache	1	datomic.peer:1
:remove	2	datomic.cache.caffeine:1,datomic.cache.impl:1
:removed	1	datomic.catalog:1
:rename-database	1	datomic.peer:1
:renamed-to	2	datomic.catalog:1,datomic.peer:1
:repair-metric	3	datomic.cluster-stack:2,datomic.core2.val-store.double-store:1
:repair?	1	datomic.coordination:1
:replacements	2	datomic.log:2
:replicaUpdates	5	datomic.ddb:5
:replicas	1	datomic.ddb:1
:replicationStatus	1	datomic.s3-api:1
:reqcnt	2	datomic.datalog:2
:request	9	datomic.connector:3,datomic.core2.aws.ddb:2,datomic.core2.aws.s3.aws-api:3,datomic.peer:1
:request-gc	1	datomic.peer:1
:request-index	1	datomic.peer:1
:requestClientOptions	2	datomic.s3-api:2
:requestCredentials	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:requestCredentialsProvider	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:requestId	1	datomic.ddb:1
:requestMetricCollector	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:requestParameters	1	datomic.s3-api:1
:requestTimeout	8	datomic.aws:5,datomic.config:2,datomic.ddb-s3-cluster:1
:requested	1	datomic.db:1
:requesterCharged	13	datomic.s3-api:13
:requesterPays	6	datomic.s3-api:6
:required	2	datomic.cli:1,datomic.integrity:1
:requires	5	datomic.fressian:1,datomic.function:4
:res-ct	2	datomic.db:2
:res-pf-ms	3	datomic.db:3
:res-tx-ms	3	datomic.db:3
:resolved-conf	2	datomic.db-io:2
:responseHeaders	1	datomic.s3-api:1
:responseMetadataCacheSize	5	datomic.aws:5
:restore/collision	2	datomic.backup:2
:restore/create-db-failed	1	datomic.backup:1
:restore/db	1	datomic.backup:1
:restore/invalid-db-name	1	datomic.backup:1
:restore/no-roots	1	datomic.backup:1
:restore/read-failed	1	datomic.backup:1
:restore/roots-missing	1	datomic.backup:1
:restore/segment	1	datomic.backup:1
:restoreExpirationTime	6	datomic.s3-api:6
:restoreStatus	1	datomic.s3-api:1
:restoreSummary	1	datomic.ddb:1
:result	19	datomic.cli:1,datomic.cluster-stack:4,datomic.common:1,datomic.connector:2,datomic.core2.retry:1,datomic.core2.val-store.fs:2,datomic.core2.val-store.s3:1,datomic.core2.val-store.s3.aws-api:2,datomic.core2.val-store.s3.sdkv1:2,datomic.core2.val-store.spi:1,datomic.ddb-s3-cluster:1,datomic.qtune:1
:ret	3	datomic.db:1,datomic.query:2
:retriable?	2	datomic.core2.val-store.s3:1,datomic.ddb-s3-cluster:1
:retry-fn	2	datomic.core2.val-store.s3.sdkv1:1,datomic.ddb-s3-cluster:1
:retryMode	5	datomic.aws:5
:retryPolicy	7	datomic.aws:5,datomic.core2.aws.s3.sdkv1:2
:retryable?	3	datomic.kv-sql:1,datomic.kv-store:2
:retrying-delete	3	datomic.ddb-s3-cluster:2,datomic.kv-cluster:1
:return	1	datomic.connector:1
:return-hints	1	datomic.db:1
:returnConsumedCapacity	15	datomic.ddb:15
:returnItemCollectionMetrics	10	datomic.ddb:10
:returnValues	13	datomic.ddb:10,datomic.ddb-values:2,datomic.kv-dynamo:1
:returnValuesOnConditionCheckFailure	10	datomic.ddb:10
:returned	246	datomic.backup:15,datomic.cassandra-values:21,datomic.cassandra-values-v4:21,datomic.cluster:9,datomic.clusterfs:9,datomic.connector:12,datomic.coordination:3,datomic.db:6,datomic.ddb-values:18,datomic.fulltext:15,datomic.garbage:6,datomic.index:30,datomic.integrity:12,datomic.kv-cluster:27,datomic.log:9,datomic.peer:12,datomic.process-monitor:6,datomic.slf4j:3,datomic.tools:3,datomic.val-cluster:9
:rev	88	datomic.cassandra:4,datomic.cassandra-v4:4,datomic.cassandra-values:4,datomic.cassandra-values-v4:4,datomic.catalog:1,datomic.cluster:8,datomic.db:3,datomic.ddb-s3-cluster:4,datomic.garbage:1,datomic.index:6,datomic.kv-cassandra:5,datomic.kv-cassandra2:5,datomic.kv-cassandra3:5,datomic.kv-cluster:15,datomic.kv-mem:1,datomic.kv-sql:5,datomic.log:8,datomic.sql:5
:reverse	6	datomic.pull:6
:ri	3	datomic.index:3
:ridx	1	datomic.integrity:1
:root	12	datomic.integrity:5,datomic.stats:1,datomic.valcache:5,datomic.valcache-direct:1
:root-from	1	datomic.garbage:1
:root-id	12	datomic.db:3,datomic.index:3,datomic.log:4,datomic.peer:2
:root-key	3	datomic.integrity:3
:root-map	1	datomic.index:1
:root-to	1	datomic.garbage:1
:rootid	1	datomic.integrity:1
:rows-in	1	datomic.datalog:1
:rows-out	2	datomic.datalog:2
:s	13	datomic.ddb:10,datomic.kv-dynamo:1,datomic.kv-dynamo-skv:1,datomic.valcache:1
:s3	8	datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.s3-api:1,datomic.s3-kv:2,datomic.uri:3
:s3-name	2	datomic.s3:2
:s3-ns	2	datomic.core2.val-store.s3:2
:s3-vals-bucket	3	datomic.ddb-s3-cluster:3
:s3-vals-prefix	3	datomic.ddb-s3-cluster:3
:s3.delete.failed.msec	1	datomic.core2.val-store.s3:1
:s3.delete.retry.failed	1	datomic.core2.val-store.s3:1
:s3.delete.retry.succeeded	1	datomic.core2.val-store.s3:1
:s3.delete.succeeded.msec	1	datomic.core2.val-store.s3:1
:s3.get.bytes	2	datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1
:s3.get.failed.msec	1	datomic.core2.val-store.s3:1
:s3.get.retry.failed	1	datomic.core2.val-store.s3:1
:s3.get.retry.succeeded	1	datomic.core2.val-store.s3:1
:s3.get.succeeded.msec	1	datomic.core2.val-store.s3:1
:s3.hits	1	datomic.core2.val-store.s3:1
:s3.put.bytes	2	datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1
:s3.put.failed.msec	1	datomic.core2.val-store.s3:1
:s3.put.retry.failed	1	datomic.core2.val-store.s3:1
:s3.put.retry.succeeded	1	datomic.core2.val-store.s3:1
:s3.put.succeeded.msec	1	datomic.core2.val-store.s3:1
:sS	6	datomic.ddb:6
:sSEAlgorithm	7	datomic.s3-api:7
:sSEAwsKmsEncryptionContext	1	datomic.s3-api:1
:sSEAwsKmsKeyId	1	datomic.s3-api:1
:sSECustomerAlgorithm	6	datomic.s3-api:6
:sSECustomerKey	1	datomic.s3-api:1
:sSECustomerKeyMd5	6	datomic.s3-api:6
:sSEDescription	1	datomic.ddb:1
:sSESpecification	10	datomic.ddb:10
:sampleCount	6	datomic.aws-monitor:1,datomic.cloudwatch:5
:sasl	3	datomic.valcache:3
:scalar	6	datomic.datalog:5,datomic.query:1
:sched	1	datomic.datalog:1
:schema	6	datomic.db:4,datomic.peer:2
:schema-level	15	datomic.db:8,datomic.index:6,datomic.peer:1
:sdkClientExecutionTimeout	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:sdkHttpMetadata	9	datomic.cloudwatch:1,datomic.ddb:8
:sdkRequestTimeout	67	datomic.cloudwatch:20,datomic.ddb:40,datomic.s3-api:7
:sdkResponseMetadata	10	datomic.cloudwatch:1,datomic.ddb:8,datomic.ddb-values:1
:search	2	datomic.fulltext:2
:seconds	1	datomic.future:1
:secureRandom	5	datomic.aws:5
:seek-tx-impl	1	datomic.log:1
:seg	24	datomic.index:5,datomic.integrity:19
:seg-count	6	datomic.clusterfs:1,datomic.stats:5
:seg-t	3	datomic.integrity:3
:segid	11	datomic.index:9,datomic.integrity:2
:segids	3	datomic.index:3
:segidx	1	datomic.integrity:1
:segmented	5	datomic.index:5
:segments	2	datomic.db:1,datomic.garbage:1
:selector	1	datomic.pull:1
:self	2	datomic.datafy:2
:separated	5	datomic.index:5
:sequential	1	datomic.datalog:1
:serialize	2	datomic.core2.atom.logged:2
:serialize-par	2	datomic.index:2
:server	2	datomic.h2:2
:server-specs	1	datomic.domain:1
:serverSideEncryption	6	datomic.s3-api:6
:servers	5	datomic.config:2,datomic.coordination:1,datomic.memcached:2
:serviceName	1	datomic.ddb:1
:session	8	datomic.coordination-ext:1,datomic.kv-cassandra:2,datomic.kv-cassandra2:2,datomic.kv-cassandra3:3
:session-callback	2	datomic.cassandra-v4:1,datomic.coordination-ext:1
:set	1	datomic.datalog:1
:shared-pool?	2	datomic.backup:1,datomic.kv-cluster:1
:short-name	4	datomic.cli:3,datomic.integrity:1
:should	2	datomic.lucene:2
:shutdown	1	datomic.process:1
:shutdown-client?	1	datomic.memcached:1
:shutdown-state	2	datomic.peer:1,datomic.reconnector2:1
:signerOverride	5	datomic.aws:5
:sinceT	2	datomic.db:2
:size	14	datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.clusterfs:1,datomic.ddb-values:1,datomic.external-sort:2,datomic.io:1,datomic.log:6,datomic.s3-api:1
:skip	3	datomic.core2.val-store.fs:1,datomic.core2.val-store.s3:1,datomic.index:1
:skip-efs	3	datomic.ddb-s3-cluster:1,datomic.integrity:1,datomic.uri:1
:skipped	4	datomic.backup:4
:slurp-bytes	1	datomic.io:1
:socketTimeout	8	datomic.aws:5,datomic.config:2,datomic.ddb-s3-cluster:1
:sort	2	datomic.integrity:2
:source	2	datomic.valcache-direct:1,datomic.valcache.puts-pool:1
:sparse-vs	1	datomic.stats:1
:spec	3	datomic.integrity:3
:sql	4	datomic.coordination-ext:1,datomic.uri:3
:sql-driver-class	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:sql-driver-params	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:sql-initial-size	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:sql-password	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:sql-url	9	datomic.coordination-ext:1,datomic.h2:4,datomic.kv-sql-ext:2,datomic.uri:2
:sql-user	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:sql/validation-query-failed	2	datomic.kv-sql-ext:2
:ssl	9	datomic.coordination-ext:3,datomic.kv-cassandra:1,datomic.kv-cassandra2:1,datomic.kv-cassandra3:1,datomic.uri:3
:sslEnabled	1	datomic.connector:1
:stage	5	datomic.index:5
:standby	1	datomic.coordination:1
:start	9	datomic.garbage:6,datomic.peer:2,datomic.pull:1
:start-database	1	datomic.peer:1
:start-ms	1	datomic.core2.retry:1
:startTime	5	datomic.cloudwatch:5
:started-at	2	datomic.transaction:2
:starts	5	datomic.datalog:5
:state	2	datomic.peer:1,datomic.reconnector2:1
:stateReason	1	datomic.cloudwatch:1
:stateReasonData	1	datomic.cloudwatch:1
:stateTransitionedTimestamp	1	datomic.cloudwatch:1
:stateUpdatedTimestamp	1	datomic.cloudwatch:1
:stateValue	6	datomic.cloudwatch:6
:static	3	datomic.callback:2,datomic.datafy:1
:statistic	1	datomic.cloudwatch:1
:statisticValues	6	datomic.aws-monitor:1,datomic.cloudwatch:5
:statistics	5	datomic.cloudwatch:5
:stats-mismatch	1	datomic.integrity:1
:statusCode	1	datomic.ddb:1
:stddev	2	datomic.math:1,datomic.stats:1
:storage-access	1	datomic.h2:1
:storage-admin-password	2	datomic.h2:2
:storage-datomic-password	3	datomic.h2:3
:storage/invalid-uri	1	datomic.backup:1
:storage/sse-not-available	1	datomic.backup:1
:storage/update-password	1	datomic.h2:1
:storageClass	2	datomic.s3-api:2
:storageHasAVET	6	datomic.db:6
:storageResolution	5	datomic.cloudwatch:5
:store	2	datomic.fulltext-index:1,datomic.lucene:1
:stored-index-basis	1	datomic.db:1
:streamSpecification	11	datomic.ddb:11
:strict	2	datomic.integrity:2
:string	1	datomic.db:1
:strs	4	datomic.query:1,datomic.query.support:3
:subspec	5	datomic.pull:5
:subtrees	4	datomic.treewalk:4
:succeeded	2	datomic.backup:2
:success	3	datomic.ddb-s3-cluster:3
:sum	9	datomic.aws-monitor:2,datomic.cloudwatch:5,datomic.monitor:1,datomic.process-monitor:1
:summary	3	datomic.summary:2,datomic.tools.index-checks:1
:sym	1	datomic.db:1
:sym-name	6	datomic.config:3,datomic.db:3
:sym-namespace	2	datomic.config:1,datomic.db:1
:syms	4	datomic.query:1,datomic.query.support:3
:sync	2	datomic.connector:1,datomic.peer:1
:sync-writes	2	datomic.cluster:2
:synced	1	datomic.cluster:1
:system	8	datomic.ddb-s3-cluster:4,datomic.uri:4
:system-eids	2	datomic.db:2
:system-root	32	datomic.coordination-ext:1,datomic.ddb-cluster:1,datomic.s3-kv:1,datomic.tools:1,datomic.uri:28
:t	83	datomic.backup:8,datomic.core2.atom.logged:1,datomic.core2.log:2,datomic.core2.log.ddb:4,datomic.core2.log.mem:3,datomic.core2.log.spi:2,datomic.db:12,datomic.db-io:1,datomic.extensions:1,datomic.integrity:21,datomic.kv-cluster:1,datomic.log:16,datomic.peer:7,datomic.tools:3,datomic.transaction:1
:table	20	datomic.coordination-ext:3,datomic.core2.aws.ddb:2,datomic.core2.log.ddb:3,datomic.ddb:1,datomic.kv-cassandra:1,datomic.kv-cassandra2:1,datomic.kv-cassandra3:1,datomic.tools:2,datomic.uri:6
:table-name	4	datomic.ddb-s3-cluster:4
:tableArn	1	datomic.ddb:1
:tableClass	10	datomic.ddb:10
:tableClassSummary	1	datomic.ddb:1
:tableDescription	3	datomic.ddb:3
:tableId	1	datomic.ddb:1
:tableName	49	datomic.ddb:36,datomic.ddb-values:6,datomic.kv-dynamo:3,datomic.kv-dynamo-skv:2,datomic.tools:2
:tableNames	1	datomic.ddb:1
:tableSizeBytes	1	datomic.ddb:1
:tableStatus	1	datomic.ddb:1
