keyword	total	namespaces
:column	523	datomic.api:10,datomic.artemis-client:8,datomic.assert:4,datomic.aws-monitor:3,datomic.backup:8,datomic.btset:8,datomic.cache:1,datomic.cache.caffeine:2,datomic.cassandra-values:3,datomic.cassandra-values-v4:3,datomic.cast2slf4j:1,datomic.catalog:2,datomic.cli:2,datomic.cloudwatch:3,datomic.cluster:4,datomic.cluster-stack:1,datomic.common:4,datomic.config:9,datomic.connector:3,datomic.coordination:2,datomic.core2.atom.logged:3,datomic.core2.log.ddb:2,datomic.core2.val-store.double-store:2,datomic.crypto:2,datomic.datalog:12,datomic.db:148,datomic.db-io:1,datomic.ddb:8,datomic.ddb-cluster:1,datomic.ddb-s3-cluster:13,datomic.ddb-values:2,datomic.domain:1,datomic.error:1,datomic.excise:10,datomic.extension-resolver:10,datomic.extensions:3,datomic.external-sort:2,datomic.fressian:4,datomic.fulltext:1,datomic.function:2,datomic.future:1,datomic.garbage:1,datomic.garbage.fressian:2,datomic.garbage.pod:2,datomic.h2:1,datomic.index:27,datomic.integrity:2,datomic.io:12,datomic.iter:6,datomic.kv-cache:1,datomic.kv-cluster:16,datomic.kv-dynamo:2,datomic.kv-sql:1,datomic.kv-sql-ext:1,datomic.kv-store:1,datomic.log:4,datomic.lucene:15,datomic.math:8,datomic.memcached:9,datomic.memory:6,datomic.memory-size:6,datomic.monitor:1,datomic.peer:5,datomic.process-monitor:1,datomic.pull:5,datomic.query:10,datomic.query.support:1,datomic.s3-api:17,datomic.simple-kv:1,datomic.slf4j:2,datomic.stats:2,datomic.tools:3,datomic.transaction:2,datomic.uri:2,datomic.val-cluster:3,datomic.valcache:33,datomic.valcache-direct:2
:common/retry	1	datomic.common:1
:commonPrefixes	6	datomic.s3-api:6
:comp-ct	2	datomic.db:2
:comp-pf-ms	3	datomic.db:3
:comp-tx-ms	3	datomic.db:3
:comparisonOperator	6	datomic.cloudwatch:1,datomic.ddb:5
:complete	6	datomic.garbage:6
:completed	2	datomic.peer:2
:compositeAlarms	1	datomic.cloudwatch:1
:concurrency	6	datomic.backup:4,datomic.valcache:2
:conditionExpression	10	datomic.ddb:10
:conditionalOperator	10	datomic.ddb:10
:config-timeout-msec	3	datomic.config:2,datomic.memcached:1
:conflict	7	datomic.backup:1,datomic.catalog:2,datomic.cluster:1,datomic.kv-cluster:3
:connectionMaxIdleMillis	5	datomic.aws:5
:connectionTTL	5	datomic.aws:5
:connectionTimeout	8	datomic.aws:5,datomic.config:2,datomic.ddb-s3-cluster:1
:connector	2	datomic.peer:2
:connector/notify-cleanup	1	datomic.connector:1
:connector/notify-loop	1	datomic.connector:1
:connector/updater-cleanup	1	datomic.connector:1
:connector/updater-loop	1	datomic.connector:1
:considered-datoms	2	datomic.db:2
:consistentRead	8	datomic.ddb:5,datomic.ddb-values:1,datomic.kv-dynamo:1,datomic.kv-dynamo-skv:1
:const	126	datomic.aws-monitor:2,datomic.backup:1,datomic.btset:2,datomic.cache.caffeine:1,datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.catalog:1,datomic.cluster:3,datomic.common:1,datomic.config:1,datomic.coordination:2,datomic.datalog:8,datomic.db:50,datomic.ddb-s3-cluster:1,datomic.external-sort:1,datomic.fulltext:1,datomic.index:3,datomic.kv-cluster:1,datomic.kv-sql:1,datomic.log:1,datomic.math:7,datomic.memory:6,datomic.memory-size:6,datomic.peer:2,datomic.simple-kv:1,datomic.tools:1,datomic.valcache:19,datomic.valcache-direct:1
:constituents	4	datomic.db:4
:construct	3	datomic.query:3
:construct-fn	1	datomic.query:1
:construct-fn-src	1	datomic.query:1
:constructor	26	datomic.aws:1,datomic.cloudwatch:8,datomic.datafy:1,datomic.ddb:13,datomic.s3-api:3
:consts	5	datomic.datalog:5
:consumedCapacity	3	datomic.ddb:3
:content-length	4	datomic.core2.aws.s3.aws-api:1,datomic.core2.val-store.s3.aws-api:2,datomic.core2.val-store.s3.sdkv1:1
:contentDisposition	6	datomic.s3-api:6
:contentEncoding	7	datomic.s3:1,datomic.s3-api:6
:contentLanguage	6	datomic.s3-api:6
:contentLength	8	datomic.s3:1,datomic.s3-api:6,datomic.s3-kv:1
:contentMD5	6	datomic.s3-api:6
:contentMd5	1	datomic.s3-api:1
:contentRange	1	datomic.s3-api:1
:contentType	7	datomic.s3-api:7
:context	3	datomic.error:1,datomic.future:1,datomic.pull:1
:coord/lookup-endpoint	1	datomic.coordination:1
:copied	2	datomic.backup:2
:core-threads	2	datomic.core2.thread:1,datomic.ddb-s3-cluster:1
:couchbase	4	datomic.coordination-ext:1,datomic.uri:3
:count	65	datomic.aws-monitor:1,datomic.clusterfs:1,datomic.core2.thread:3,datomic.core2.val-store.double-store:1,datomic.core2.val-store.fs:1,datomic.core2.val-store.s3:3,datomic.core2.val-store.s3.aws-api:2,datomic.core2.val-store.s3.sdkv1:2,datomic.external-sort:2,datomic.garbage:7,datomic.index:18,datomic.integrity:15,datomic.log:1,datomic.monitor:1,datomic.stats:7
:counter	2	datomic.valcache:2
:counts	8	datomic.cloudwatch:5,datomic.index:3
:crc32	1	datomic.io:1
:create	6	datomic.core2.val-store.s3:4,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1
:create-database	1	datomic.peer:1
:create-file-writer-fn	2	datomic.external-sort:1,datomic.external-sort-datoms:1
:create-log-val	2	datomic.integrity:2
:create-val	2	datomic.cluster:2
:created	22	datomic.backup:1,datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.catalog:1,datomic.cluster:3,datomic.cluster-stack:2,datomic.clusterfs:1,datomic.core2.val-store.fs:1,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.ddb-values:1,datomic.fulltext:1,datomic.garbage:2,datomic.kv-cluster:1,datomic.log:2,datomic.peer:1,datomic.val-cluster:1
:creationDate	1	datomic.s3-api:1
:creationDateTime	1	datomic.ddb:1
:creds	2	datomic.aws-monitor:2
:creds-provider	1	datomic.core2.aws.s3.sdkv1:1
:cstore	4	datomic.fulltext:2,datomic.index:2
:current	4	datomic.integrity:4
:current-datoms	2	datomic.integrity:2
:customQueryParameters	2	datomic.s3-api:2
:customRequestHeaders	2	datomic.s3-api:2
:d	2	datomic.tools.index-checks:2
:d/l	10	datomic.backup:2,datomic.log:8
:d/r	14	datomic.backup:2,datomic.integrity:1,datomic.log:11
:d/v	2	datomic.backup:1,datomic.log:1
:d1	5	datomic.db:1,datomic.tools.index-checks:4
:d2	5	datomic.db:1,datomic.tools.index-checks:4
:daemon/thread-completed	1	datomic.async:1
:daemon/thread-started	1	datomic.async:1
:data	29	datomic.backup:2,datomic.db:4,datomic.extensions:1,datomic.integrity:3,datomic.log:9,datomic.peer:1,datomic.tools:2,datomic.tools.index-checks:1,datomic.transaction:2,datomic.valcache.puts-pool:1,datomic.valcache.puts-pool-impl:3
:data-count	15	datomic.integrity:6,datomic.stats:9
:data-dir	11	datomic.coordination:1,datomic.h2:10
:data-source	2	datomic.coordination-ext:1,datomic.kv-sql-ext:1
:data-type	2	datomic.valcache:2
:datapointsToAlarm	1	datomic.cloudwatch:1
:datasource	4	datomic.h2:1,datomic.kv-sql-ext:2,datomic.sql:1
:datom	33	datomic.db:2,datomic.integrity:31
:datom-count	1	datomic.transaction:1
:datomic.cache/getx-sentinel-42	2	datomic.cache:2
:datomic.cluster-stack/closer	1	datomic.cluster-stack:1
:datomic.cluster-stack/cluster-result	1	datomic.cluster-stack:1
:datomic.common/getx-sentinel-42	2	datomic.common:2
:datomic.core2.anomalies/exception	1	datomic.core2.anomalies:1
:datomic.core2.atom.logged/invalid-value	1	datomic.core2.atom.logged:1
:datomic.core2.atom.logged/state	1	datomic.core2.atom.logged:1
:datomic.core2.aws.ddb/value	1	datomic.core2.aws.ddb:1
:datomic.core2.log.mem/header	1	datomic.core2.log.mem:1
:datomic.core2.log.mem/tail	1	datomic.core2.log.mem:1
:datomic.core2.val-store.fs/k	1	datomic.core2.val-store.fs:1
:datomic.core2.val-store.fs/key	1	datomic.core2.val-store.fs:1
:datomic.core2.val-store.opts/partition	2	datomic.core2.val-store.fs:1,datomic.core2.val-store.s3:1
:datomic.core2.val-store.opts/reset-cache	2	datomic.core2.val-store.double-store:1,datomic.domain:1
:datomic.core2.val-store.opts/skip-cache	4	datomic.backup:2,datomic.core2.val-store.double-store:2
:datomic.core2.val-store.s3.sdkv1/bucket	1	datomic.core2.val-store.s3.sdkv1:1
:datomic.core2.val-store.s3.sdkv1/k	1	datomic.core2.val-store.s3.sdkv1:1
:datomic.core2.val-store.s3.sdkv1/prefix	1	datomic.core2.val-store.s3.sdkv1:1
:datomic.core2.val-store.s3/key	2	datomic.core2.val-store.s3:2
:datomic.core2.val-store.s3/op	1	datomic.core2.val-store.s3:1
:datomic.core2.val-store.s3/retry	1	datomic.core2.val-store.s3:1
:datomic.core2.val-store.spi/key	1	datomic.core2.val-store.spi:1
:datomic.crypto/hmac-missing	1	datomic.crypto:1
:datomic.crypto/validate-hmac-failed	1	datomic.crypto:1
:datomic.db/trace	1	datomic.db:1
:datomic.future/nil	2	datomic.cluster-stack:1,datomic.future:1
:datomic.future/unfilled	1	datomic.future:1
:datomic.garbage/mark	4	datomic.garbage:2,datomic.index:1,datomic.kv-cluster:1
:datomic.kv-cache/closer	1	datomic.kv-cache:1
:datomic.memcached/reset-spy-client	1	datomic.memcached:1
:datomic.peer/shutdown	2	datomic.peer:2
:datomic.tools/cause	1	datomic.tools:1
:datomic.valcache/eviction-threshold-mb	2	datomic.valcache:2
:datomic.valcache/host	1	datomic.valcache:1
:datomic.valcache/path	2	datomic.valcache:2
:datomic.valcache/port	1	datomic.valcache:1
:datomic/cancelled	5	datomic.api:1,datomic.builtins:3,datomic.error:1
:datomic/deleted	10	datomic.catalog:8,datomic.garbage:1,datomic.peer:1
:datomic/eval-exception	1	datomic.error:1
:datomic/fn	1	datomic.db:1
:datomic/rev	4	datomic.catalog:3,datomic.peer:1
:datoms	7	datomic.db:3,datomic.index:1,datomic.integrity:2,datomic.stats:1
:db	21	datomic.cluster:1,datomic.db-io:4,datomic.index:1,datomic.integrity:1,datomic.kv-cluster:2,datomic.log:6,datomic.peer:1,datomic.query:2,datomic.tools:2,datomic.tools.index-checks:1
:db-after	6	datomic.db:3,datomic.peer:3
:db-before	2	datomic.db:1,datomic.peer:1
:db-id	38	datomic.backup:10,datomic.catalog:8,datomic.connector:2,datomic.coordination:3,datomic.db-io:1,datomic.ddb-s3-cluster:1,datomic.garbage:1,datomic.kv-cluster:1,datomic.log:1,datomic.peer:9,datomic.uri:1
:db-name	47	datomic.backup:2,datomic.catalog:1,datomic.coordination:1,datomic.garbage:1,datomic.peer:11,datomic.uri:31
:db-storage	1	datomic.tools:1
:db-uri	1	datomic.peer:1
:db.alter/attribute	5	datomic.db:5
:db.attr/preds	6	datomic.db:6
:db.bootstrap/part	4	datomic.db:3,datomic.tools.index-checks:1
:db.cardinality/many	16	datomic.db:16
:db.cardinality/one	28	datomic.db:27,datomic.tools:1
:db.entity/attrs	2	datomic.db:2
:db.entity/preds	2	datomic.db:2
:db.error/attr-pred	2	datomic.db:2
:db.error/attr-pred-on-system-attr	1	datomic.db:1
:db.error/attribute-ident-missing	1	datomic.db:1
:db.error/attribute-not-indexed	4	datomic.db:4
:db.error/backup-version	1	datomic.backup:1
:db.error/cannot-retarget-ident	1	datomic.db:1
:db.error/cardinality-violation	1	datomic.db:1
:db.error/cas-failed	1	datomic.builtins:1
:db.error/components-must-be-refs	1	datomic.db:1
:db.error/connection-released	4	datomic.peer:4
:db.error/constituent-of-a-composite-must-be-card-one	1	datomic.db:1
:db.error/create-database-failed	1	datomic.peer:1
:db.error/cycle-in-affinity	1	datomic.db:1
:db.error/data-function-compile-failed	1	datomic.db:1
:db.error/datom-cannot-be-altered	1	datomic.db:1
:db.error/datoms-conflict	1	datomic.db:1
:db.error/db-exists	1	datomic.peer:1
:db.error/db-not-found	2	datomic.peer:2
:db.error/entity-attr	1	datomic.db:1
:db.error/entity-pred	1	datomic.db:1
:db.error/future-tx-instant	1	datomic.db:1
:db.error/implicit-part-out-of-range	1	datomic.db:1
:db.error/incompatible-schema-install	1	datomic.db:1
:db.error/index-version	1	datomic.index:1
:db.error/insufficient-binding	1	datomic.datalog:1
:db.error/invalid-aggregate	1	datomic.query:1
:db.error/invalid-alter-attribute	2	datomic.db:2
:db.error/invalid-attr-spec	2	datomic.pull:2
:db.error/invalid-attr-subspec	1	datomic.pull:1
:db.error/invalid-cas	1	datomic.builtins:1
:db.error/invalid-cas-many	1	datomic.builtins:1
:db.error/invalid-clause	1	datomic.datalog:1
:db.error/invalid-config-value	1	datomic.config:1
:db.error/invalid-data-function	1	datomic.db:1
:db.error/invalid-data-source	4	datomic.datalog:4
:db.error/invalid-datom	1	datomic.db:1
:db.error/invalid-db-uri	3	datomic.peer:2,datomic.uri:1
:db.error/invalid-element-change	1	datomic.db:1
:db.error/invalid-entity-id	1	datomic.db:1
:db.error/invalid-force-partition-map	1	datomic.db:1
:db.error/invalid-install-attribute	1	datomic.db:1
:db.error/invalid-limit	1	datomic.pull:1
:db.error/invalid-lookup-ref	1	datomic.db:1
:db.error/invalid-match-partition-map	1	datomic.db:1
:db.error/invalid-memory-config	1	datomic.config:1
:db.error/invalid-nested-entity	1	datomic.db:1
:db.error/invalid-pull	5	datomic.pull:4,datomic.query:1
:db.error/invalid-recur-limit	1	datomic.pull:1
:db.error/invalid-sql-connection	2	datomic.kv-sql-ext:1,datomic.sql:1
:db.error/invalid-tuple-attrs	1	datomic.db:1
:db.error/invalid-tuple-kind	1	datomic.db:1
:db.error/invalid-tuple-length	1	datomic.db:1
:db.error/invalid-tuple-type	1	datomic.db:1
:db.error/invalid-tuple-types	1	datomic.db:1
:db.error/invalid-tuple-value	1	datomic.db:1
:db.error/invalid-value-type	1	datomic.db:1
:db.error/log-conversion	1	datomic.log:1
:db.error/log-version	1	datomic.log:1
:db.error/lookup-ref-attr-not-unique	1	datomic.db:1
:db.error/lookup-ref-not-supported	1	datomic.db:1
:db.error/map-key-collision	1	datomic.db:1
:db.error/multiple-tx-instants	1	datomic.db:1
:db.error/nil-input	1	datomic.pull:1
:db.error/nil-keyword	1	datomic.db:1
:db.error/nil-value	2	datomic.db:2
:db.error/not-a-binding-form	1	datomic.datalog:1
:db.error/not-a-cardinality	1	datomic.db:1
:db.error/not-a-config-property	1	datomic.config:1
:db.error/not-a-data-function	2	datomic.db:2
:db.error/not-a-db-id	1	datomic.db:1
:db.error/not-a-keyword	2	datomic.db:2
:db.error/not-a-partition	2	datomic.db:2
:db.error/not-a-value-type	1	datomic.db:1
:db.error/not-an-attribute	1	datomic.db:1
:db.error/not-an-entity	3	datomic.db:3
:db.error/not-enough-memory	1	datomic.config:1
:db.error/not-in-system-partition	1	datomic.db:1
:db.error/not-supported-in-cloud	1	datomic.db:1
:db.error/not-transaction-data	1	datomic.db:1
:db.error/or-binding-empty	1	datomic.datalog:1
:db.error/past-tx-instant	1	datomic.db:1
:db.error/pattern-not-bound	1	datomic.query:1
:db.error/peer-queue-exceeded	2	datomic.peer:2
:db.error/peer-transactor-mismatch	1	datomic.coordination:1
:db.error/pred-return	3	datomic.db:3
:db.error/read-transactor-location-failed	1	datomic.coordination:1
:db.error/rename-database-failed	1	datomic.peer:1
:db.error/reset-tx-instant	1	datomic.db:1
:db.error/schema-attribute-missing	1	datomic.db:1
:db.error/schema-count-exceeded	1	datomic.db:1
:db.error/schema-without-install	1	datomic.db:1
:db.error/source-lang-not-supported	2	datomic.db:1,datomic.function:1
:db.error/tempid-not-an-entity	1	datomic.db:1
:db.error/too-few-inputs	1	datomic.query:1
:db.error/transaction-timeout	1	datomic.peer:1
:db.error/transactor-not-registered	1	datomic.peer:1
:db.error/tuple-of-attrs-must-be-card-one	2	datomic.db:2
:db.error/type-on-non-tuple	1	datomic.db:1
:db.error/unable-to-read-log-tail	1	datomic.log:1
:db.error/unbound-query-variables	1	datomic.query:1
:db.error/unfound-construct-variables	1	datomic.query:1
:db.error/unique-conflict	1	datomic.db:1
:db.error/unique-not-allowed	2	datomic.db:2
:db.error/unique-violation	1	datomic.db:1
:db.error/unique-without-index	1	datomic.db:1
:db.error/unsupported-alter-schema	1	datomic.db:1
:db.error/unsupported-protocol	1	datomic.coordination:1
:db.error/wrong-type-for-attribute	1	datomic.db:1
:db.excise/attrs	5	datomic.db:3,datomic.excise:1,datomic.integrity:1
:db.excise/before	4	datomic.db:3,datomic.excise:1
:db.excise/beforeT	4	datomic.db:3,datomic.excise:1
:db.fn/cas	3	datomic.db:3
:db.fn/retractEntity	4	datomic.db:3,datomic.tools:1
:db.install/_attribute	2	datomic.db:2
:db.install/_function	2	datomic.db:2
:db.install/_valueType	8	datomic.db:8
:db.install/attribute	34	datomic.db:30,datomic.tools:4
:db.install/function	7	datomic.db:7
:db.install/partition	9	datomic.db:9
:db.install/valueType	14	datomic.db:14
:db.lang/clojure	6	datomic.db:6
:db.lang/java	4	datomic.db:4
:db.part/db	59	datomic.db:59
:db.part/tx	6	datomic.db:6
:db.part/user	6	datomic.config:1,datomic.db:5
:db.sys/partiallyIndexed	5	datomic.db:5
:db.sys/reId	7	datomic.db:5,datomic.tools.index-checks:2
:db.type/bigdec	3	datomic.db:3
:db.type/bigint	3	datomic.db:3
:db.type/boolean	10	datomic.db:10
:db.type/bytes	5	datomic.db:5
:db.type/double	3	datomic.db:3
:db.type/float	2	datomic.db:2
:db.type/fn	5	datomic.db:5
:db.type/instant	7	datomic.db:7
:db.type/keyword	13	datomic.db:13
:db.type/long	7	datomic.db:7
:db.type/ref	28	datomic.db:26,datomic.integrity:2
:db.type/string	8	datomic.db:8
:db.type/symbol	4	datomic.db:4
:db.type/tuple	8	datomic.db:8
:db.type/uri	3	datomic.db:3
:db.type/uuid	3	datomic.db:3
:db.unique/identity	7	datomic.db:6,datomic.tools:1
:db.unique/value	6	datomic.db:5,datomic.tools:1
:db/accept-index	2	datomic.db:1,datomic.slf4j:1
:db/add	49	datomic.builtins:1,datomic.db:46,datomic.tools:2
:db/add-fulltext	2	datomic.db:1,datomic.slf4j:1
:db/cardinality	41	datomic.db:41
:db/cas	2	datomic.db:2
:db/code	12	datomic.db:12
:db/doc	3	datomic.db:3
:db/ensure	3	datomic.db:3
:db/error	33	datomic.connector:3,datomic.crypto:2,datomic.db:16,datomic.error:10,datomic.peer:2
:db/errors	2	datomic.db:2
:db/excise	9	datomic.db:4,datomic.excise:2,datomic.index:1,datomic.integrity:2
:db/fn	7	datomic.db:7
:db/force-partition	1	datomic.db:1
:db/fulltext	9	datomic.db:9
:db/id	27	datomic.backup:1,datomic.db:17,datomic.excise:3,datomic.integrity:3,datomic.pull:2,datomic.query:1
:db/ident	46	datomic.db:46
:db/index	12	datomic.db:11,datomic.index:1
:db/isComponent	8	datomic.db:8
:db/lang	11	datomic.db:11
:db/match-partition	1	datomic.db:1
:db/noHistory	8	datomic.db:7,datomic.tools:1
:db/query	1	datomic.db:1
:db/retract	7	datomic.builtins:1,datomic.db:3,datomic.tools:3
:db/retractEntity	2	datomic.db:2
:db/system-tx	5	datomic.db:5
:db/tupleAttrs	6	datomic.db:6
:db/tupleType	6	datomic.db:6
:db/tupleTypes	4	datomic.db:4
:db/txInstant	14	datomic.db:13,datomic.integrity:1
:db/unique	12	datomic.db:11,datomic.index:1
:db/valueType	44	datomic.db:43,datomic.integrity:1
:db1	15	datomic.integrity:15
:db2	15	datomic.integrity:15
:dbid	10	datomic.garbage:1,datomic.pull:9
:ddb	10	datomic.coordination-ext:1,datomic.ddb-cluster:1,datomic.tools:1,datomic.uri:7
:ddb+s3	7	datomic.coordination-ext:1,datomic.ddb-s3-cluster:1,datomic.integrity:1,datomic.tools:1,datomic.uri:3
:ddb-local	5	datomic.coordination-ext:1,datomic.uri:4
:ddb-s3-cluster/missing-configuration	1	datomic.ddb-s3-cluster:1
:ddb-values/delete-value	1	datomic.ddb-values:1
:ddb-values/delete-value-chunk	1	datomic.ddb-values:1
:ddb-values/get-deitem-consistent-retry	1	datomic.ddb-values:1
:ddb-values/get-value	1	datomic.ddb-values:1
:ddb-values/get-value-chunk	1	datomic.ddb-values:1
:ddb-values/put	1	datomic.ddb-values:1
:ddb-values/put-value	1	datomic.ddb-values:1
:ddb-values/put-value-chunk	2	datomic.ddb-values:1,datomic.slf4j:1
:debug	1	datomic.slf4j:1
:decrypt	2	datomic.crypto:2
:dedup-ct	2	datomic.db:2
:dedup-pf-ms	3	datomic.db:3
:dedup-tx-ms	3	datomic.db:3
:default	55	datomic.api:1,datomic.aws:1,datomic.backup:2,datomic.cli:5,datomic.connector:2,datomic.coordination:2,datomic.core2.aws.ddb:1,datomic.core2.aws.s3.sdkv1:2,datomic.core2.thread:1,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.datafy:5,datomic.db:11,datomic.ddb:1,datomic.error:1,datomic.index:3,datomic.integrity:2,datomic.io:1,datomic.kv-sql-ext:1,datomic.peer:2,datomic.pull:5,datomic.query:1,datomic.slf4j:1,datomic.uri:1,datomic.valcache.puts-pool:1
:delete	10	datomic.core2.val-store.fs:3,datomic.core2.val-store.s3:4,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.s3:1
:delete-database	1	datomic.peer:1
:delete-pool	2	datomic.core2.val-store.fs:1,datomic.ddb-s3-cluster:1
:delete-requests	2	datomic.fulltext:2
:deleteMarker	1	datomic.s3-api:1
:deleteMarkerVersionId	1	datomic.s3-api:1
:deleted	8	datomic.catalog:1,datomic.cluster-stack:1,datomic.core2.val-store.fs:1,datomic.core2.val-store.s3.aws-api:1,datomic.core2.val-store.s3.sdkv1:1,datomic.garbage:2,datomic.peer:1
:deleted-bytes	1	datomic.valcache:1
:deleted-files	1	datomic.valcache:1
:deletedObjects	3	datomic.s3:2,datomic.s3-api:1
:deletionProtectionEnabled	12	datomic.ddb:12
:delimiter	13	datomic.s3:1,datomic.s3-api:12
:desc	8	datomic.integrity:3,datomic.kv-sql:1,datomic.log:4
:deserialize	2	datomic.core2.atom.logged:1,datomic.fressian:1
:deserialize-ns	1	datomic.fressian:1
:dev	6	datomic.cast2slf4j:1,datomic.config:1,datomic.coordination-ext:2,datomic.uri:2
:dhist	2	datomic.integrity:2
:di	3	datomic.index:3
:didx	1	datomic.integrity:1
:diffs	2	datomic.integrity:2
:dimensions	23	datomic.aws-monitor:1,datomic.cloudwatch:22
:dir	14	datomic.clusterfs:1,datomic.domain:6,datomic.external-sort-datoms:1,datomic.fulltext:2,datomic.index:3,datomic.integrity:1
:dir-from	1	datomic.garbage:1
:dir-id	1	datomic.log:1
:dir-map	2	datomic.log:2
:dir-t	3	datomic.integrity:3
:dir-to	1	datomic.garbage:1
:direction	6	datomic.core2.atom.logged:1,datomic.core2.log:1,datomic.core2.log.ddb:1,datomic.core2.log.mem:1,datomic.core2.log.spi:2
:directory	4	datomic.fulltext:2,datomic.fulltext-index:2
:dirid	1	datomic.integrity:1
:dirids	4	datomic.index:4
:dirnode-size	2	datomic.index:2
:dirs-ahead	2	datomic.index:2
:dirs-written	6	datomic.index:6
:disableHostPrefixInjection	5	datomic.aws:5
:disableSocketProxy	5	datomic.aws:5
:disabled	13	datomic.db:13
:displayName	1	datomic.s3-api:1
:dnsResolver	5	datomic.aws:5
:doc	28	datomic.api:2,datomic.aws-monitor:1,datomic.cli:5,datomic.cluster:3,datomic.combined-cluster:1,datomic.core2.atom:1,datomic.core2.log:1,datomic.core2.log.ddb:1,datomic.core2.log.mem:1,datomic.db:1,datomic.ddb-s3-cluster:1,datomic.excise:1,datomic.fulltext:1,datomic.fulltext-index:1,datomic.index:1,datomic.integrity:2,datomic.log:1,datomic.monitor:1,datomic.valcache:1,datomic.validators:1
:does-not-exist	3	datomic.catalog:3
:done	8	datomic.backup:1,datomic.cluster:1,datomic.fressian:1,datomic.peer:4,datomic.queue:1
:double	1	datomic.db:1
:drain	3	datomic.backup:1,datomic.fressian:1,datomic.queue:1
:dup-datoms	2	datomic.db:2
:dynamic	10	datomic.assert:3,datomic.cassandra-values:1,datomic.cassandra-values-v4:1,datomic.datalog:1,datomic.ddb-values:1,datomic.index:1,datomic.kv-store:1,datomic.math:1
:dynamodb	1	datomic.ddb:1
:e	62	datomic.builtins:5,datomic.db:19,datomic.excise:5,datomic.extensions:1,datomic.fulltext:2,datomic.index:3,datomic.integrity:10,datomic.log:1,datomic.pull:3,datomic.query:2,datomic.stats:3,datomic.tools:5,datomic.tools.index-checks:3
:eTag	2	datomic.s3-api:2
:eavt	55	datomic.builtins:3,datomic.db:8,datomic.excise:2,datomic.index:11,datomic.integrity:21,datomic.stats:3,datomic.tools:1,datomic.tools.index-checks:5,datomic.treewalk:1
:eavt-hist	7	datomic.index:5,datomic.integrity:1,datomic.treewalk:1
:eavt-main	9	datomic.index:7,datomic.integrity:1,datomic.treewalk:1
:eavt-mid	7	datomic.index:5,datomic.integrity:1,datomic.treewalk:1
:efs-path	3	datomic.ddb-s3-cluster:3
:efs.delete.failed.msec	1	datomic.core2.val-store.fs:1
:efs.delete.succeeded.msec	1	datomic.core2.val-store.fs:1
:efs.get.failed.msec	1	datomic.core2.val-store.fs:1
:efs.get.succeeded.msec	1	datomic.core2.val-store.fs:1
:efs.hits	1	datomic.core2.val-store.fs:1
:efs.put.failed.msec	1	datomic.core2.val-store.fs:1
:efs.put.succeeded.msec	1	datomic.core2.val-store.fs:1
:eidx	3	datomic.integrity:3
:elements	14	datomic.db:12,datomic.index:1,datomic.integrity:1
:else	98	datomic.btset:5,datomic.cassandra:1,datomic.cassandra-v4:1,datomic.cluster-stack:1,datomic.common:5,datomic.datafy:1,datomic.datalog:23,datomic.db:18,datomic.error:1,datomic.excise:1,datomic.index:23,datomic.kv-hotrod:1,datomic.kv-mem:1,datomic.kv-sql:1,datomic.kv-sql-ext:1,datomic.memcached:2,datomic.peer:1,datomic.pull:2,datomic.qtune:1,datomic.query:2,datomic.sql:1,datomic.stats:1,datomic.val-cluster:2,datomic.valcache:1,datomic.valcache-direct:1
:encodingType	12	datomic.s3-api:12
:encrypt	3	datomic.crypto:3
:encrypt-channel	3	datomic.connector:1,datomic.coordination:2
:end	89	datomic.backup:5,datomic.cassandra-values:7,datomic.cassandra-values-v4:7,datomic.cluster:3,datomic.clusterfs:3,datomic.connector:4,datomic.coordination:1,datomic.db:2,datomic.ddb-values:6,datomic.fulltext:5,datomic.garbage:6,datomic.index:10,datomic.integrity:4,datomic.kv-cluster:9,datomic.log:3,datomic.peer:7,datomic.process-monitor:2,datomic.slf4j:1,datomic.tools:1,datomic.val-cluster:3
:end-ms	1	datomic.core2.retry:1
:endTime	5	datomic.cloudwatch:5
:ensure	22	datomic.kv-cassandra:2,datomic.kv-cassandra2:2,datomic.kv-cassandra3:2,datomic.kv-cluster:2,datomic.kv-dynamo:3,datomic.kv-dynamo-skv:5,datomic.kv-hotrod:2,datomic.kv-mem:2,datomic.kv-sql:2
:entity	18	datomic.db:16,datomic.integrity:2
:enum	2	datomic.datafy:2
:err	1	datomic.cli:1
:error	5	datomic.connector:1,datomic.core2.async:1,datomic.core2.aws.s3.sdkv1:1,datomic.error:1,datomic.transaction:1
:error-data	1	datomic.error:1
:errorCode	1	datomic.ddb:1
:errors	1	datomic.s3:1
:etag	13	datomic.cluster:2,datomic.kv-cluster:4,datomic.log:7
:eval	1	datomic.assert:1
:evaluateLowSampleCountPercentile	1	datomic.cloudwatch:1
:evaluationPeriods	1	datomic.cloudwatch:1
:evaluationState	1	datomic.cloudwatch:1
