caller_namespace	target_kind	target	references	call_owner_references	field_owner_references	type_references	distinct_owners	owners
datomic.extensions	primary-namespace	datomic.iter	3	1	0	2	1	datomic/iter/Iter
datomic.external-sort	companion-jar	clojure-1.11.4.jar	2564	980	19	1565	26	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.external-sort	jdk	java.io	24	11	0	13	3	java/io/File,java/io/InputStream,java/io/OutputStream
datomic.external-sort	jdk	java.lang	2548	27	27	2494	8	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String
datomic.external-sort	jdk	java.util	149	50	0	99	5	java/util/ArrayList,java/util/Arrays,java/util/List,java/util/UUID,java/util/concurrent/Callable
datomic.external-sort	primary-namespace	datomic.external-sort	127	57	0	70	40	datomic/external_sort$chunk_seq,datomic/external_sort$chunk_seq$fn__14404,datomic/external_sort$file_system_sorter,datomic/external_sort$file_system_sorter$fn__14493,datomic/external_sort$file_system_sorter$fn__14493$fn__14494,datomic/external_sort$file_system_sorter$fn__14493$fn__14494$fn__14495,datomic/external_sort$fn__14350,datomic/external_sort$fn__14358,datomic/external_sort$fn__14361,datomic/external_sort$fn__14361$G__14352__14366,datomic/external_sort$fn__14361$G__14353__14363,datomic/external_sort$fn__14372,datomic/external_sort$fn__14372$G__14354__14379,datomic/external_sort$fn__14372$G__14355__14375,datomic/external_sort$fn__14385,datomic/external_sort$fn__14385$G__14356__14392,datomic/external_sort$fn__14385$G__14357__14388,datomic/external_sort$fn__14416,datomic/external_sort$fn__14419,datomic/external_sort$fn__14419$G__14414__14424,datomic/external_sort$fn__14419$G__14415__14421,datomic/external_sort$fn__14430,datomic/external_sort$fn__14430$G__14410__14437,datomic/external_sort$fn__14430$G__14411__14433,datomic/external_sort$fn__14443,datomic/external_sort$fn__14443$G__14412__14452,datomic/external_sort$fn__14443$G__14413__14447,datomic/external_sort$fn__14459,datomic/external_sort$fn__14459$__GT_FileSystemSorter__14486,datomic/external_sort$loading__6434__auto____14348,datomic/external_sort$next_chunk,datomic/external_sort$temp_file_io,datomic/external_sort$temp_file_io$reify__14398,datomic/external_sort/ExternalSort,datomic/external_sort/FileSystemSorter,datomic/external_sort/FileSystemSorter$fn__14469,datomic/external_sort/FileSystemSorter$fn__14469$fn__14470,datomic/external_sort/FileSystemSorter$fn__14469$fn__14470$fn__14471,datomic/external_sort/FileSystemSorter$fn__14469$fn__14470$fn__14471$fn__14472,datomic/external_sort/IO
datomic.external-sort	primary-namespace	datomic.iter	6	3	0	3	1	datomic/iter/Iter
datomic.external-sort-datoms	companion-jar	clojure-1.11.4.jar	608	203	10	395	23	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$LLL,clojure/lang/IFn$LLOLO,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/RT,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.external-sort-datoms	companion-jar	fressian-0.6.8.jar	42	14	0	28	4	org/fressian/Reader,org/fressian/Writer,org/fressian/handlers/ReadHandler,org/fressian/handlers/WriteHandler
datomic.external-sort-datoms	jdk	java.io	2	0	0	2	1	java/io/IOException
datomic.external-sort-datoms	jdk	java.lang	467	17	5	445	7	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Number,java/lang/Object,java/lang/String
datomic.external-sort-datoms	jdk	java.util	8	2	0	6	3	java/util/Arrays,java/util/List,java/util/concurrent/Callable
datomic.external-sort-datoms	primary-namespace	datomic.db	2	1	0	1	1	datomic/db/IDatumImpl
datomic.external-sort-datoms	primary-namespace	datomic.external-sort	3	1	0	2	1	datomic/external_sort/ExternalSort
datomic.external-sort-datoms	primary-namespace	datomic.external-sort-datoms	18	9	0	9	9	datomic/external_sort_datoms$consume_sorted_datoms,datomic/external_sort_datoms$consume_sorted_datoms$fn__14513,datomic/external_sort_datoms$consume_sorted_datoms$fn__14515,datomic/external_sort_datoms$create_file_writer,datomic/external_sort_datoms$create_file_writer$fn__14502,datomic/external_sort_datoms$fn__14500,datomic/external_sort_datoms$loading__6434__auto____14346,datomic/external_sort_datoms$reify__14505,datomic/external_sort_datoms$reify__14507
datomic.external-sort-datoms	primary-namespace	datomic.impl.db	10	5	0	5	1	datomic/impl/db/IDatum
datomic.fressian	companion-jar	clojure-1.11.4.jar	2032	689	24	1319	27	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/Associative,clojure/lang/BigInt,clojure/lang/Compiler,clojure/lang/IFn,clojure/lang/IFn$OLO,clojure/lang/IObj,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentVector,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Keyword,clojure/lang/LockingTransaction,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RestFn,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.fressian	companion-jar	fressian-0.6.8.jar	103	30	0	73	11	org/fressian/FressianReader,org/fressian/FressianWriter,org/fressian/Reader,org/fressian/StreamingWriter,org/fressian/Writer,org/fressian/handlers/ILookup,org/fressian/handlers/ReadHandler,org/fressian/handlers/WriteHandler,org/fressian/handlers/WriteHandlerLookup,org/fressian/impl/ByteBufferInputStream,org/fressian/impl/BytesOutputStream
datomic.fressian	jdk	array	1	0	0	1	1	[B
datomic.fressian	jdk	java.io	37	10	0	27	4	java/io/EOFException,java/io/IOException,java/io/InputStream,java/io/OutputStream
datomic.fressian	jdk	java.lang	1760	61	19	1680	11	[Ljava/lang/Object;,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable
datomic.fressian	jdk	java.math	3	1	0	2	1	java/math/BigInteger
datomic.fressian	jdk	java.nio	2	0	0	2	1	java/nio/ByteBuffer
datomic.fressian	jdk	java.util	69	24	0	45	4	java/util/Arrays,java/util/List,java/util/concurrent/Callable,java/util/zip/GZIPInputStream
datomic.fressian	primary-namespace	datomic.fressian	80	40	0	40	38	datomic/fressian$as_lookup,datomic/fressian$as_lookup$reify__12164,datomic/fressian$begin_closed_list,datomic/fressian$begin_open_list,datomic/fressian$byte_buf,datomic/fressian$create_reader,datomic/fressian$create_writer,datomic/fressian$defressian,datomic/fressian$end_list,datomic/fressian$fn__12162,datomic/fressian$fn__12181,datomic/fressian$fn__12215,datomic/fressian$fn__12215$__GT_FressianIter__12217,datomic/fressian$fressian,datomic/fressian$fressian_val,datomic/fressian$fressianable_QMARK_,datomic/fressian$fressianable_QMARK_$fn__12221,datomic/fressian$loading__6434__auto____11922,datomic/fressian$read_batch,datomic/fressian$read_batch$fn__12183,datomic/fressian$read_seq,datomic/fressian$read_seq$fn__12187,datomic/fressian$reader_iter,datomic/fressian$record_latencies,datomic/fressian$reify__12191,datomic/fressian$reify__12193,datomic/fressian$reify__12195,datomic/fressian$reify__12197,datomic/fressian$reify__12199,datomic/fressian$reify__12201,datomic/fressian$reify__12203,datomic/fressian$reify__12205,datomic/fressian$val__GT_obj,datomic/fressian$val__GT_obj$fn__12208,datomic/fressian$val__GT_obj$fn__12208$fn__12209,datomic/fressian$write_handler_lookup,datomic/fressian$write_named,datomic/fressian/FressianIter
datomic.fressian	primary-namespace	datomic.impl	2	2	0	0	1	datomic/impl/Config
datomic.fressian	primary-namespace	datomic.iter	1	0	0	1	1	datomic/iter/Iter
datomic.fulltext	companion-jar	clojure-1.11.4.jar	5372	1860	39	3473	45	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/APersistentMap,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/IFn,clojure/lang/IFn$LLOLO,clojure/lang/IFn$OLO,clojure/lang/IFn$OOL,clojure/lang/IHashEq,clojure/lang/IKeywordLookup,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRecord,clojure/lang/ISeq,clojure/lang/IType,clojure/lang/Indexed,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MapEquivalence,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RecordIterator,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.fulltext	companion-jar	datomic-lucene-core-3.3.0.jar	51	10	7	34	8	com/datomic/lucene/document/Document,com/datomic/lucene/index/IndexReader,com/datomic/lucene/index/IndexWriter,com/datomic/lucene/search/IndexSearcher,com/datomic/lucene/search/Query,com/datomic/lucene/search/ScoreDoc,com/datomic/lucene/search/TopDocs,com/datomic/lucene/store/Directory
datomic.fulltext	companion-jar	fressian-0.6.8.jar	14	3	0	11	4	org/fressian/Reader,org/fressian/Writer,org/fressian/handlers/ReadHandler,org/fressian/handlers/WriteHandler
datomic.fulltext	companion-jar	slf4j-api-1.7.32.jar	84	42	0	42	2	org/slf4j/Logger,org/slf4j/LoggerFactory
datomic.fulltext	jdk	java.io	12	4	0	8	4	java/io/Closeable,java/io/File,java/io/IOException,java/io/Serializable
datomic.fulltext	jdk	java.lang	4863	87	106	4670	14	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Double,java/lang/Error,java/lang/Integer,java/lang/Iterable,java/lang/Long,java/lang/Number,java/lang/Object,java/lang/String,java/lang/System,java/lang/Throwable,java/lang/UnsupportedOperationException
datomic.fulltext	jdk	java.util	118	28	0	90	7	java/util/Arrays,java/util/Collection,java/util/Iterator,java/util/List,java/util/Map,java/util/Set,java/util/concurrent/Callable
datomic.fulltext	primary-namespace	datomic	2	1	0	1	1	datomic/Database
datomic.fulltext	primary-namespace	datomic.cluster	3	1	0	2	1	datomic/cluster/ClusteredStore
datomic.fulltext	primary-namespace	datomic.db	4	2	0	2	1	datomic/db/IDb
datomic.fulltext	primary-namespace	datomic.fulltext	146	66	7	73	57	datomic/fulltext$add_chunked_data_to_writer,datomic/fulltext$add_chunked_data_to_writer$fn__14567,datomic/fulltext$add_chunked_data_to_writer$fn__14572,datomic/fulltext$add_data_to_writer,datomic/fulltext$build_index,datomic/fulltext$build_index$fn__14674,datomic/fulltext$build_index$fn__14674$fn__14684,datomic/fulltext$build_index$fn__14674$fn__14700,datomic/fulltext$cluster_directory,datomic/fulltext$clustered_fulltext,datomic/fulltext$create_index_on_dir,datomic/fulltext$create_index_on_dir$fn__14606,datomic/fulltext$create_index_on_dir$fn__14608,datomic/fulltext$create_indexing_job,datomic/fulltext$create_indexing_job$fn__14550,datomic/fulltext$do_indexing_job,datomic/fulltext$do_indexing_job$fn__14614,datomic/fulltext$do_indexing_job$fn__14616,datomic/fulltext$do_indexing_job$fn__14616$fn__14620,datomic/fulltext$doc__GT_datum,datomic/fulltext$find_historic_docid,datomic/fulltext$find_matching_assertion,datomic/fulltext$find_matching_assertion$fn__14659,datomic/fulltext$fn__14520,datomic/fulltext$fn__14523,datomic/fulltext$fn__14523$__GT_SearchIterator__14525,datomic/fulltext$fn__14528,datomic/fulltext$fn__14528$__GT_SearchIterable__14530,datomic/fulltext$fn__14633,datomic/fulltext$fn__14633$__GT_Root__14648,datomic/fulltext$fn__14633$map__GT_Root__14650,datomic/fulltext$fn__14724,datomic/fulltext$fn__14724$__GT_ClusteredFulltext__14743,datomic/fulltext$fn__14724$map__GT_ClusteredFulltext__14745,datomic/fulltext$fulltext_index_reader,datomic/fulltext$hybrid_dir,datomic/fulltext$index_files,datomic/fulltext$index_files$fn__14541,datomic/fulltext$loading__6434__auto____14518,datomic/fulltext$promote_to_cluster,datomic/fulltext$reify__14547,datomic/fulltext$reify__14653,datomic/fulltext$reify__14655,datomic/fulltext$remove_data_from_reader,datomic/fulltext$search,datomic/fulltext$search$fn__14752,datomic/fulltext$search_iterable,datomic/fulltext$search_iterable$fn__14534,datomic/fulltext$separate_history,datomic/fulltext$write_changed_val,datomic/fulltext/ClusteredFulltext,datomic/fulltext/ClusteredFulltext$reify__14728,datomic/fulltext/ClusteredFulltext$reify__14730,datomic/fulltext/Root,datomic/fulltext/Root$reify__14637,datomic/fulltext/SearchIterable,datomic/fulltext/SearchIterator
datomic.fulltext	primary-namespace	datomic.fulltext-index	4	1	0	3	1	datomic/fulltext_index/LuceneProvider
datomic.fulltext	primary-namespace	datomic.impl.clusterfs	3	0	0	3	1	datomic/impl/clusterfs/IClusterFS
datomic.fulltext	primary-namespace	datomic.impl.db	62	29	0	33	1	datomic/impl/db/IDatum
datomic.fulltext	primary-namespace	datomic.impl.lucene	4	2	0	2	2	datomic/impl/lucene/ClusterDirectory,datomic/impl/lucene/HybridDirectory
datomic.fulltext	primary-namespace	datomic.iter	2	0	0	2	1	datomic/iter/Iter
datomic.fulltext	primary-namespace	datomic.lucene	3	1	0	2	1	datomic/lucene/Readerable
datomic.fulltext-index	companion-jar	clojure-1.11.4.jar	1277	435	15	827	42	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/APersistentMap,clojure/lang/AReference,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/IFn,clojure/lang/IFn$OLO,clojure/lang/IHashEq,clojure/lang/IKeywordLookup,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRecord,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MapEquivalence,clojure/lang/MethodImplCache,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RecordIterator,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.fulltext-index	jdk	java.io	3	1	0	2	2	java/io/Closeable,java/io/Serializable
datomic.fulltext-index	jdk	java.lang	1042	21	18	1003	8	java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Integer,java/lang/Object,java/lang/String,java/lang/Throwable,java/lang/UnsupportedOperationException
datomic.fulltext-index	jdk	java.util	49	11	0	38	7	java/util/Arrays,java/util/Collection,java/util/Iterator,java/util/List,java/util/Map,java/util/Set,java/util/concurrent/Callable
datomic.fulltext-index	primary-namespace	datomic.fulltext-index	33	16	0	17	14	datomic/fulltext_index$datum__GT_doc,datomic/fulltext_index$fn__12323,datomic/fulltext_index$fn__12328,datomic/fulltext_index$fn__12331,datomic/fulltext_index$fn__12331$G__12326__12338,datomic/fulltext_index$fn__12331$G__12327__12334,datomic/fulltext_index$fn__12345,datomic/fulltext_index$fn__12345$__GT_PersistentFulltext__12358,datomic/fulltext_index$fn__12345$map__GT_PersistentFulltext__12360,datomic/fulltext_index$loading__6434__auto____12224,datomic/fulltext_index$update_fulltext,datomic/fulltext_index$update_fulltext$fn__12377,datomic/fulltext_index/LuceneProvider,datomic/fulltext_index/PersistentFulltext
datomic.fulltext-index	primary-namespace	datomic.impl.db	8	4	0	4	1	datomic/impl/db/IDatum
datomic.fulltext-index	primary-namespace	datomic.lucene	3	1	0	2	1	datomic/lucene/Readerable
datomic.function	companion-jar	clojure-1.11.4.jar	1934	670	17	1247	42	clojure/lang/AFn,clojure/lang/AFunction,clojure/lang/APersistentMap,clojure/lang/Associative,clojure/lang/Compiler,clojure/lang/Counted,clojure/lang/Delay,clojure/lang/IFn,clojure/lang/IFn$OOL,clojure/lang/IHashEq,clojure/lang/IKeywordLookup,clojure/lang/ILookup,clojure/lang/ILookupSite,clojure/lang/ILookupThunk,clojure/lang/IMapEntry,clojure/lang/IObj,clojure/lang/IPersistentCollection,clojure/lang/IPersistentList,clojure/lang/IPersistentMap,clojure/lang/IPersistentSet,clojure/lang/IPersistentVector,clojure/lang/IRecord,clojure/lang/ISeq,clojure/lang/Keyword,clojure/lang/KeywordLookupSite,clojure/lang/LockingTransaction,clojure/lang/MapEntry,clojure/lang/MapEquivalence,clojure/lang/MultiFn,clojure/lang/Namespace,clojure/lang/Numbers,clojure/lang/PersistentArrayMap,clojure/lang/PersistentHashMap,clojure/lang/PersistentHashSet,clojure/lang/PersistentList,clojure/lang/PersistentVector,clojure/lang/RT,clojure/lang/RecordIterator,clojure/lang/Symbol,clojure/lang/Tuple,clojure/lang/Util,clojure/lang/Var
datomic.function	jdk	java.io	3	1	0	2	2	java/io/Serializable,java/io/Writer
datomic.function	jdk	java.lang	2074	29	45	2000	11	java/lang/AssertionError,java/lang/Boolean,java/lang/Class,java/lang/ClassLoader,java/lang/Comparable,java/lang/Integer,java/lang/Number,java/lang/Object,java/lang/String,java/lang/Throwable,java/lang/UnsupportedOperationException
datomic.function	jdk	java.util	49	10	0	39	7	java/util/Arrays,java/util/Collection,java/util/Iterator,java/util/List,java/util/Map,java/util/Set,java/util/concurrent/Callable
datomic.function	primary-namespace	datomic.function	62	25	6	31	23	datomic/function$compile_clojure,datomic/function$construct,datomic/function$construct$fn__11989,datomic/function$construct$fn__11991,datomic/function$fn__11932,datomic/function$fn__11935,datomic/function$fn__11935$__GT_Function__11965,datomic/function$fn__11935$map__GT_Function__11967,datomic/function$fn__11971,datomic/function$fn__11973,datomic/function$loading__6434__auto____11924,datomic/function$normalize,datomic/function$normalize$fn__11978,datomic/function$normalize$fn__11982,datomic/function$normalize$vectorize__11980,datomic/function$print_function,datomic/function/Function,datomic/function/Function$reify__11939,datomic/function/Function$reify__11941,datomic/function/Function$reify__11943,datomic/function/Function$reify__11945,datomic/function/Function$reify__11947,datomic/function/Function$reify__11949
