path	origin	archive	reading_group_hint	counterpart	baseline_relation	baseline_sha256
1.0.7705/peer/src-clj/datomic/kv_cassandra2.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/kv_cassandra2.clj	same-path-not-byte-identical	c5ceb807c06f31a6477d6309d5a53cc7ab38be9e17c38cef25d702d01b4116ec
1.0.7705/peer/src-clj/datomic/kv_cassandra3.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/kv_cassandra3.clj	same-path-not-byte-identical	1b7e7dd1dd13cd29cf103dc33b7bec88acf73cf245a0cba789b15264f02667db
1.0.7705/peer/src-clj/datomic/kv_cluster.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/kv_cluster.clj	same-path-not-byte-identical	50d88b588c45e40dd15c084df628c38ec9931fe4a0091d5bb297f69f06911d69
1.0.7705/peer/src-clj/datomic/kv_dynamo.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/kv_dynamo.clj	same-path-not-byte-identical	0ed9c011345034f52fa1f284eb3a6acf5bca62c8d7981edad050fcca1efd7b54
1.0.7705/peer/src-clj/datomic/kv_hotrod.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/kv_hotrod.clj	same-path-not-byte-identical	6dc9c8c503cf7964d37ac7969bad82b6ed7a6b8c2ea3f67280487997ae59736a
1.0.7705/peer/src-clj/datomic/kv_mem.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/kv_mem.clj	same-path-not-byte-identical	e7cab4842c90daa8cfeb4d5d33769df222090db773e8572226f6b46702f628ce
1.0.7705/peer/src-clj/datomic/kv_sql.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/kv_sql.clj	same-path-not-byte-identical	368d1ca28cc7671830b75f380392be749e2bf88e7941da9ef88c8d05861cc7e9
1.0.7705/peer/src-clj/datomic/kv_sql_ext.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/kv_sql_ext.clj	same-path-not-byte-identical	bedb66dc5c5d60cfa5dd6929058ed16c301f22a9a49a0bc963cb592ff0562c9d
1.0.7705/peer/src-clj/datomic/kv_store.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/kv_store.clj	same-path-not-byte-identical	eccb48ad29371db3b7e0e62d135692d15c38ca279fef53ec593bedd8edb3b6d7
1.0.7705/peer/src-clj/datomic/log.clj	recovered-datomic-initializer		shared-structures-and-encoding	1.0.7705/transactor/src-clj/datomic/log.clj	same-path-not-byte-identical	41734d1567cceb127d4e4a57fb4bdaa530604125e3aaaba4d53efbe680014b2a
1.0.7705/peer/src-clj/datomic/lucene.clj	recovered-datomic-initializer		query-navigation-and-search	1.0.7705/transactor/src-clj/datomic/lucene.clj	same-path-not-byte-identical	6f0b1f250c46e154b26da4eb953804073b49c4c9fac15da08db94c9cce54eefe
1.0.7705/peer/src-clj/datomic/math.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/math.clj	same-path-not-byte-identical	d6b69bac8131f90f82eae91f506734fbad60b34aa924a85b974242101f79f548
1.0.7705/peer/src-clj/datomic/memcached.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/memcached.clj	same-path-not-byte-identical	91f4fcf2a23f017e1ff9efc555f65adcd7e12b51b01623c56915c767d99c9027
1.0.7705/peer/src-clj/datomic/memory.clj	recovered-datomic-initializer		caching-and-residency	1.0.7705/transactor/src-clj/datomic/memory.clj	byte-identical	e7df6543432ac41f6ae72d72e807a5d83e26b5c87da353021ef6194dbf90cd8a
1.0.7705/peer/src-clj/datomic/memory_size.clj	recovered-datomic-initializer		caching-and-residency	1.0.7705/transactor/src-clj/datomic/memory_size.clj	same-path-not-byte-identical	dfe45400fd838daa85a1d792c501ddc08f5b81d301494f2d8977f8dcf7211f81
1.0.7705/peer/src-clj/datomic/monitor.clj	recovered-datomic-initializer		operations-and-lifecycle	1.0.7705/transactor/src-clj/datomic/monitor.clj	same-path-not-byte-identical	d4664b940551f96582f31bc717b934b0ec08804e3e58bfc73298294df5e4e10b
1.0.7705/peer/src-clj/datomic/peer.clj	recovered-datomic-initializer		application-and-transport-boundaries	1.0.7705/transactor/src-clj/datomic/peer.clj	same-path-not-byte-identical	d0c90c6d97f8d6f509fc95ed0bc4a8eeb83b73667072a692d27f92a59d2b50c7
1.0.7705/peer/src-clj/datomic/process.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/process.clj	same-path-not-byte-identical	9c41eb70e88f45b360be372fc3f8297679471679dfd7123c3db2b60ed66d25a9
1.0.7705/peer/src-clj/datomic/process/events.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/process/events.clj	same-path-not-byte-identical	f67ec423ab53e55c7a0f914af8e684e8ab8d6d5636b622e2b5e829619e977447
1.0.7705/peer/src-clj/datomic/process_monitor.clj	recovered-datomic-initializer		operations-and-lifecycle	1.0.7705/transactor/src-clj/datomic/process_monitor.clj	same-path-not-byte-identical	3799e2fc922e7df9cdd2777a8432e5f207be0bc7f2214b9c691536603c131e42
1.0.7705/peer/src-clj/datomic/promise.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/promise.clj	same-path-not-byte-identical	d9f55c358300ed972b7714e0fe87d5f7b1ee3fe7180149713eb18e212c559e81
1.0.7705/peer/src-clj/datomic/pull.clj	recovered-datomic-initializer		query-navigation-and-search	1.0.7705/transactor/src-clj/datomic/pull.clj	same-path-not-byte-identical	623f3e19d80e0e3448be8054fff29c1ff05fc993ca3b6207248672f6a93fd86b
1.0.7705/peer/src-clj/datomic/qtune.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/qtune.clj	same-path-not-byte-identical	a5c643f8e80bf1f498d7d07d222ea7bc283615b4e5d9887aedf8fac503812d43
1.0.7705/peer/src-clj/datomic/query.clj	recovered-datomic-initializer		query-navigation-and-search	1.0.7705/transactor/src-clj/datomic/query.clj	same-path-not-byte-identical	c41beb33fc3ed63bce8e626462345e277c0ebd648295ee8557a8263fd89d95e6
1.0.7705/peer/src-clj/datomic/query/support.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/query/support.clj	same-path-not-byte-identical	59801532bcc5dfdd69de90de820404b8df66a31cbfe9304a9cf470c9828292d9
1.0.7705/peer/src-clj/datomic/queue.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/queue.clj	same-path-not-byte-identical	4a9b3f643ca24d098d3224086878d122944bd484c8beabf8105f1aba9dad5778
1.0.7705/peer/src-clj/datomic/reconnector2.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/reconnector2.clj	same-path-not-byte-identical	4705239c526d4fa3246499ef77fc65592b0b196c914d549d2584aabdc980c9f2
1.0.7705/peer/src-clj/datomic/require.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/require.clj	same-path-not-byte-identical	6cb47b48e2dbe9f81acb673f0895c0481496d10e70bb06571df61e3a8c7055b6
1.0.7705/peer/src-clj/datomic/s3.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/s3.clj	same-path-not-byte-identical	08d6e503138201910f3ce3310c12c89763dcbbdb1bb9fae54514dad20761bd7d
1.0.7705/peer/src-clj/datomic/s3_api.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/s3_api.clj	same-path-not-byte-identical	fb474fc711c71bbabcebfa47dfc0bee5095ed2eaaa47fafdd7f75d9053abc657
1.0.7705/peer/src-clj/datomic/s3_kv.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/s3_kv.clj	same-path-not-byte-identical	24047ed9a25e729231a78ba376015e44ff28bb7746fafd7b325479d3193f24df
1.0.7705/peer/src-clj/datomic/s3backup.clj	recovered-datomic-initializer		non-target-provider-or-integration-evidence	1.0.7705/transactor/src-clj/datomic/s3backup.clj	same-path-not-byte-identical	a2817f62748ab30f4b2427e116588f5845b02f3a039a78d33b932559412bb2fd
1.0.7705/peer/src-clj/datomic/simple_kv.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/simple_kv.clj	byte-identical	da9b7a85f067684d679126b3998a8e47d293d8a73218f38d0661ba5e9a146c9b
1.0.7705/peer/src-clj/datomic/slf4j.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/slf4j.clj	same-path-not-byte-identical	066ac2ec750030cbeb6f0bc9e143e9da7c76e11c363f5a57e3a7ecbf10807dd7
1.0.7705/peer/src-clj/datomic/sql.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/sql.clj	same-path-not-byte-identical	c347ce1a507e1609709fa0bb738447ef763b21f0c8f2ca12154d629f84023540
1.0.7705/peer/src-clj/datomic/stats.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/stats.clj	same-path-not-byte-identical	0b603b61ff07594ded0517c5819b6ad391dcbb06f5f6a893a38174fb5edbe7a4
1.0.7705/peer/src-clj/datomic/summary.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/summary.clj	same-path-not-byte-identical	70130e05b0c64d50290023dff9860043ebc63671920afd94dce438b1e1a67bfc
1.0.7705/peer/src-clj/datomic/tools.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/tools.clj	same-path-not-byte-identical	eb063e632f370971a5fd0f477420a258cb601d5809e46dc7e948d20b835db75f
1.0.7705/peer/src-clj/datomic/tools/index_checks.clj	recovered-datomic-initializer		shared-structures-and-encoding	1.0.7705/transactor/src-clj/datomic/tools/index_checks.clj	same-path-not-byte-identical	237cc78cfd6e7f0d911c67543098caa0168e67455c54b725f1706244f1d478bf
1.0.7705/peer/src-clj/datomic/transaction.clj	recovered-datomic-initializer		write-processing-and-coordination	1.0.7705/transactor/src-clj/datomic/transaction.clj	same-path-not-byte-identical	4f8f07229b8bf189dea97bfe98fc8a81c8d5bc2ec6adc0ed0d060204a30fe647
1.0.7705/peer/src-clj/datomic/treewalk.clj	recovered-datomic-initializer		shared-structures-and-encoding	1.0.7705/transactor/src-clj/datomic/treewalk.clj	same-path-not-byte-identical	f294ab629c25578abfde45bf83930b8ed1daacd54225dbff66866a470d2a2d4e
1.0.7705/peer/src-clj/datomic/uri.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/uri.clj	same-path-not-byte-identical	fa537249ca2cd84fc47a712908f3be200f44c41ce215022dfb6f15bf6f894d1a
1.0.7705/peer/src-clj/datomic/val_cluster.clj	recovered-datomic-initializer		storage-abstractions-and-providers	1.0.7705/transactor/src-clj/datomic/val_cluster.clj	same-path-not-byte-identical	c9f757c40af73bf9cbabc46bae76ad69b35b46441026dbca68e6273aa5986d11
1.0.7705/peer/src-clj/datomic/valcache.clj	recovered-datomic-initializer		caching-and-residency	1.0.7705/transactor/src-clj/datomic/valcache.clj	same-path-not-byte-identical	6b5a624ba8fba60c019d063fecbf1931729c37efd26f3681893f760889813a19
1.0.7705/peer/src-clj/datomic/valcache/puts_pool.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/valcache/puts_pool.clj	same-path-not-byte-identical	c290f1a15f805a44058908a451f01a03330cbe6ecf31d63cd78a506ad3e603fe
1.0.7705/peer/src-clj/datomic/valcache/puts_pool_impl.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/valcache/puts_pool_impl.clj	same-path-not-byte-identical	56f3081d33ab023049fd6e7be98b3d68842430d38aeb71ade3d603f02bf981f7
1.0.7705/peer/src-clj/datomic/valcache_direct.clj	recovered-datomic-initializer		caching-and-residency	1.0.7705/transactor/src-clj/datomic/valcache_direct.clj	same-path-not-byte-identical	5143510ca58353a0787bebb84591f97fdb79f42ce5d9516cfca619e59f3539e1
1.0.7705/peer/src-clj/datomic/validators.clj	recovered-datomic-initializer		shared-model-or-support-to-inspect	1.0.7705/transactor/src-clj/datomic/validators.clj	byte-identical	0bfb370888f87d98fbc76376abfc2f5e3cf67bf08a18d5904656313e23836614
1.0.7705/peer/src-java/com/datomic/impl/peer/ActiveMQInputStream.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/com/datomic/impl/peer/ActiveMQInputStream.java	byte-identical	82cfd44d3a33107143616c9cae4817480c371e3b6bfe50d42fda0de044465a8b
1.0.7705/peer/src-java/com/datomic/lucene/store/DatomicThunk.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/com/datomic/lucene/store/DatomicThunk.java	byte-identical	504dba2b3868e675bc4a19c8599ac7d9094add4cb5fd66044448cce4a273cc57
1.0.7705/peer/src-java/datomic/Attribute.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/Attribute.java	byte-identical	a5a90192c1a95c2477d11c58a2e195dbf9286a9aedf0030aaa8c67e587b80f41
1.0.7705/peer/src-java/datomic/Connection.java	recovered-java-origin		application-and-transport-boundaries	1.0.7705/transactor/src-java/datomic/Connection.java	byte-identical	172281b355060ad90cf7852436e61d82bbac1c85cca88115c7b267eaf324f9ec
1.0.7705/peer/src-java/datomic/Database.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/Database.java	byte-identical	a65dcbb1ff7ad8ba321e04e70767db7a310074ef5f4a2a16fc009309581e6a95
1.0.7705/peer/src-java/datomic/Datom.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/Datom.java	byte-identical	af09e726a46eb3f28109dd9161cc781bcecc8fbe755db3ec9d0b4d98892dcc38
1.0.7705/peer/src-java/datomic/Entity.java	recovered-java-origin		query-navigation-and-search	1.0.7705/transactor/src-java/datomic/Entity.java	byte-identical	af0504349b3bd27dc2738f940712dd8c7def9afd3676eb060c423c3258cc66ca
1.0.7705/peer/src-java/datomic/ListenableFuture.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/ListenableFuture.java	byte-identical	a84bad7cf2ea9096374ce90ee931da0f4ac61134315da10a3b02db8209de6ae9
1.0.7705/peer/src-java/datomic/Log.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/Log.java	byte-identical	e513c16bc547369f2264947481f9ded2df4de1e624de9030d9d36f7148db9225
1.0.7705/peer/src-java/datomic/Peer.java	recovered-java-origin		application-and-transport-boundaries	1.0.7705/transactor/src-java/datomic/Peer.java	byte-identical	1d7565d5e7950635144144a33c643a711fee779581b7612b9e960a4c795e4e45
1.0.7705/peer/src-java/datomic/QueryRequest.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/QueryRequest.java	byte-identical	900f0115e38dcf70c7165b9d9ad22848c2165960f3bcdfd8d6f41a0c7c082bc9
1.0.7705/peer/src-java/datomic/Util.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/Util.java	byte-identical	10492a45b17600ba1bf6fd08be33e3a59d66f257af0ab5c7a1fce9505ca0f11a
1.0.7705/peer/src-java/datomic/functions/Fn.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn.java	byte-identical	8e53341aa771342614968ad3b744996c572c8090ef021745032b266536c900e8
1.0.7705/peer/src-java/datomic/functions/Fn0.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn0.java	byte-identical	bf7f36ce561f66b34e4208caa4d0e562374c9d7081aaf0996125301390b6abbe
1.0.7705/peer/src-java/datomic/functions/Fn1.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn1.java	byte-identical	27ada56c943e0c3abbeb4ef76738e56d7e246112ded71739c0295613f9a769de
1.0.7705/peer/src-java/datomic/functions/Fn10.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn10.java	byte-identical	3c72044d80864e0bab8e0daaf4ddec89664ff17a9ba12b6b9d068ca1761ef49d
1.0.7705/peer/src-java/datomic/functions/Fn2.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn2.java	byte-identical	9386883481b818ab8c367bede74bb23815fe5f64141048b843aaba226679672a
1.0.7705/peer/src-java/datomic/functions/Fn3.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn3.java	byte-identical	2b33111f86f1640cf75c336b3e13e67eee0b31b1adbfd7ef335d6f145d8633b4
1.0.7705/peer/src-java/datomic/functions/Fn4.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn4.java	byte-identical	7cfda4af7326e532ea49920e8684adcae0986d1cf25b4f53a08d6279529988b6
1.0.7705/peer/src-java/datomic/functions/Fn5.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn5.java	byte-identical	82cb03d096c3435ba57eb60e2c3e121d0d3d9f25753a60ab067690f7f4fa9d15
1.0.7705/peer/src-java/datomic/functions/Fn6.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn6.java	byte-identical	64a73d2cac4db404b44724f912732911b9227c4596d07a0e491e8062a9fc6b9d
1.0.7705/peer/src-java/datomic/functions/Fn7.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn7.java	byte-identical	bfb3bbe494e1942bbfb97105faf2535b02f9325c6bf53f0190bb2c573ffc2900
1.0.7705/peer/src-java/datomic/functions/Fn8.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn8.java	byte-identical	a1ea02543b0acad2a05e48bf393c39d00886b19d5cbd5485f5452ef6b57053ba
1.0.7705/peer/src-java/datomic/functions/Fn9.java	recovered-java-origin		jvm-callable-boundary	1.0.7705/transactor/src-java/datomic/functions/Fn9.java	byte-identical	f19c0690a76a99dc32446cef5fe8a1a2f0bb1a340be10e6b2d7c0b50da54e45d
1.0.7705/peer/src-java/datomic/impl/Circular.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/Circular.java	byte-identical	58339f8929e38ef5f7266d5fbafa261d98bb9d4a823aeaca0d71c7f4e568c4ea
1.0.7705/peer/src-java/datomic/impl/Config.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/Config.java	byte-identical	5b656f063a63d6edd1e5a80543f33291bbd258e7888e7fc2c06936a14bb96dfe
1.0.7705/peer/src-java/datomic/impl/Exceptions.java	recovered-java-origin		storage-abstractions-and-providers	1.0.7705/transactor/src-java/datomic/impl/Exceptions.java	byte-identical	f460658f450fa6d23b380d533dafd6632b1315b134fdc98795705abd9d7c6670
1.0.7705/peer/src-java/datomic/impl/FnCacheLoader.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/FnCacheLoader.java	byte-identical	8738026c4f83ea6c4e5605f01dee2ec685cd5e3d85a74a9fdbb2fc03f807dd8f
1.0.7705/peer/src-java/datomic/impl/JavaByteUtil.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/JavaByteUtil.java	byte-identical	2c5c2ab2903036593544cf44a73ebe0a72d5ebd4ea82417cfbfc464a424bfbf8
1.0.7705/peer/src-java/datomic/impl/LoggedOutputStream.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/LoggedOutputStream.java	byte-identical	f13b58abcfe8e9c353381b26da766f7a9c4f7544d278fd9392eef7ad5693631a
1.0.7705/peer/src-java/datomic/impl/MersenneTwisterFast.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/MersenneTwisterFast.java	same-path-not-byte-identical	4aaa3468360f97d43fed7acda090276f11729152193416ab60c75e8d2143568e
1.0.7705/peer/src-java/datomic/impl/ModifiedFNVHash.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/ModifiedFNVHash.java	byte-identical	147356c3bcfdc6eb28f9f8063a6f9262d5557cb5e919e09d91384054b50c646e
1.0.7705/peer/src-java/datomic/impl/MurmurHash.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/MurmurHash.java	byte-identical	c5eaa34577a79a9ebdcb0e610c2a09362e57daf556052d5b62e74c3d8aec27e0
1.0.7705/peer/src-java/datomic/impl/PriorityExecutor.java	recovered-java-origin		storage-abstractions-and-providers	1.0.7705/transactor/src-java/datomic/impl/PriorityExecutor.java	byte-identical	cedc4208b9a4f3cf5d9dcd8690ac7ca39c9ce060cff901873914751d9b00aa5d
1.0.7705/peer/src-java/datomic/impl/Shell.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/Shell.java	byte-identical	67e19c06074c5dfa2bdfbd10a5317ba1a01097043fd64213136c18e892bbb6a0
1.0.7705/peer/src-java/datomic/impl/clusterfs/Closed.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/clusterfs/Closed.java	byte-identical	6488de3187c85414adb9b6a50f1a52cea1c1e7e87191f7ebca4ca9b9469d7607
1.0.7705/peer/src-java/datomic/impl/clusterfs/IClusterFS.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/clusterfs/IClusterFS.java	byte-identical	4e2af3de2996c72f4cad0e1d75501b8efe4732d3213839c07328770d35a57551
1.0.7705/peer/src-java/datomic/impl/db/IDatum.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/db/IDatum.java	byte-identical	2b33d5fe3d03825ac79c9d43d8f524f0c1c910858cbd262ede724d523a089b94
1.0.7705/peer/src-java/datomic/impl/lucene/ClusterDirectory.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/lucene/ClusterDirectory.java	byte-identical	798d66a9a10ead5be6be0cbcf594e74f57d51f2d13b82cfc9159e35a75a377f1
1.0.7705/peer/src-java/datomic/impl/lucene/ClusterIndexInput.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/lucene/ClusterIndexInput.java	byte-identical	de911d1a41d5128029bc48f3dfd0f6fd6ae7ce572f3fbc699d3f35f6e59562f8
1.0.7705/peer/src-java/datomic/impl/lucene/DirectoryRef.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/lucene/DirectoryRef.java	byte-identical	58db4f128013c90d57af710a3c50212e53c0623f8e93baa790ba1ae0ae1d6e24
1.0.7705/peer/src-java/datomic/impl/lucene/EmptyIndexInput.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/lucene/EmptyIndexInput.java	byte-identical	9aab4bf4f403b20dc8afd99e27fe427e28a187a1d19853015a64e58c8b011517
1.0.7705/peer/src-java/datomic/impl/lucene/HybridDirectory.java	recovered-java-origin		shared-model-or-support-to-inspect	1.0.7705/transactor/src-java/datomic/impl/lucene/HybridDirectory.java	byte-identical	f799f0e7d3e4a980d4ce21f2cf0e77da8068e99285fec82027e8eef2e1bb64aa
1.0.7705/transactor/src-clj/clojure/core/async.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	10f0898432ff4f92c37b3a4870a89ec9942ca199f0545ef5483af73686d60a72
1.0.7705/transactor/src-clj/clojure/core/async/impl/buffers.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	b0d5ee8911021e54253d06d922cf7300da941671050fa08cdbe8e8eb94bda2e4
1.0.7705/transactor/src-clj/clojure/core/async/impl/channels.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	7822180a31a6cb4d3bae8dd3796068eabcddec8c92cf88df3a4f0c842476ebc7
1.0.7705/transactor/src-clj/clojure/core/async/impl/dispatch.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	5a7c1271fa51defcfe4e2d8799c2ce0be62451bba3611f00929cfd4c742c3aec
1.0.7705/transactor/src-clj/clojure/core/async/impl/go.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	d54f8669842632b0ee23cccfe3572d2528784a7dce6facc6925571fcf8f0dc82
1.0.7705/transactor/src-clj/clojure/core/async/impl/ioc_macros.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	7c1680f5ab26bf7543c25d0102786ca2b6b0eceac7c2eda72f4f87be1717618d
1.0.7705/transactor/src-clj/clojure/core/async/impl/mutex.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	0b45432fb18a61db761602b9d398d7afe42c902832a95af7dd64b0ffb69c98d9
1.0.7705/transactor/src-clj/clojure/core/async/impl/protocols.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	9838bf0b0fa3739b805193dbde7cb0a2ec4fb16dafd0036a5a739aed9dd429c7
1.0.7705/transactor/src-clj/clojure/core/async/impl/timers.clj	exact-bundled-dependency	lib/core.async-1.9.865.jar	dependency-or-resource		only-in-this-artifact	e55d7f546af48b4699869f6aa609d9abdfab92d789d7aba62a5e32ce98eaace8
1.0.7705/transactor/src-clj/clojure/core/cache.clj	exact-bundled-dependency	lib/core.cache-1.1.234.jar	dependency-or-resource		only-in-this-artifact	d7737dc842f651e3b1047a445eb729281ecb0dca0a7d8740506589fefc2e0cb0
1.0.7705/transactor/src-clj/clojure/core/memoize.clj	exact-bundled-dependency	lib/core.memoize-1.1.266.jar	dependency-or-resource		only-in-this-artifact	b715be34b2622e528ae10816858d9655010fbd33ebb75e417052d7313f165d7d
1.0.7705/transactor/src-clj/clojure/data/csv.clj	exact-bundled-dependency	lib/data.csv-0.1.3.jar	dependency-or-resource		only-in-this-artifact	7edfee7a83531ed65e37d1f3f1701b4c25d835071ade6a01baa0cc5a4650fc80
1.0.7705/transactor/src-clj/clojure/data/json.clj	exact-bundled-dependency	lib/data.json-2.5.2.jar	dependency-or-resource		only-in-this-artifact	ec16c3da4e3eda986365072668ddd582499ecfd7fe36e760887d2c73357ad889
1.0.7705/transactor/src-clj/clojure/data/priority_map.clj	exact-bundled-dependency	lib/data.priority-map-1.2.0.jar	dependency-or-resource		only-in-this-artifact	542d119b45a835af7739e4b768244bf567a69c92a0d98b75dc5ab3766496f0f1
1.0.7705/transactor/src-clj/clojure/java/jmx.clj	exact-bundled-dependency	lib/java.jmx-1.1.1.jar	dependency-or-resource		only-in-this-artifact	94b8fe4ff6961b91778d5d5511b23a5f5d06eaaeeb0f676c21d8e2ee12764a47
