jar	entry	size	compressed_size	crc32	method	sha256
aws-java-sdk-core-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-core/pom.xml	4500	1017	d9865b6f	deflated	aa7cf34b4a74b333984e38c33780a50c9e4f3e013de04c4124975f17034ca0e0
aws-java-sdk-core-1.12.564.jar	com/amazonaws/internal/config/awssdk_config_default.json	4277	978	c95d57a0	deflated	3245110e6f298af494512a0c6b525f22187535e15eef0ae06689e7cb0c38b48d
aws-java-sdk-core-1.12.564.jar	com/amazonaws/partitions/endpoints.json	784271	32567	5d7d8d6a	deflated	131c7715eaff278149795e3e09d0a2ee9177d1c794a40b9e6f969bb72e897601
aws-java-sdk-core-1.12.564.jar	com/amazonaws/sdk/versionInfo.properties	88	85	be93a17e	deflated	bf639d04246d1fc7e5eef5332b59014d0c11dc1ae33ca2631c2d7fece8ba25a1
aws-java-sdk-costandusagereport-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-costandusagereport-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-costandusagereport/pom.properties	132	124	6b0fd79e	deflated	5772df0ec692ee5f08dc8e3d4b31ed18650f057fe50f62ca179e9e685b674531
aws-java-sdk-costandusagereport-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-costandusagereport/pom.xml	3617	1055	199e8495	deflated	928336159363c47da8f869ed51efb8252d3e2f735065e91da7b145194949a74a
aws-java-sdk-costexplorer-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-costexplorer-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-costexplorer/pom.properties	126	121	c4b8d8b5	deflated	01ea00dd333b74dabcd8278550bd70a51d4aebc1cde71ad38ddeed22781f8bb9
aws-java-sdk-costexplorer-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-costexplorer/pom.xml	3580	1048	62bd51bc	deflated	cdb4c810decb4aca38fb8707c321f76e7b0909b6500a29504728447c6571f086
aws-java-sdk-customerprofiles-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-customerprofiles-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-customerprofiles/pom.properties	130	122	a910721b	deflated	888f6caddc6258ac7208dd1265d2e910e0cca08c32ef23853d0a870297dc4fb8
aws-java-sdk-customerprofiles-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-customerprofiles/pom.xml	3633	1058	159baf95	deflated	908d3dff942d3d056f60d982468d7aca5180088b587c76b4f7eac8662a6a40b8
aws-java-sdk-dataexchange-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-dataexchange-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dataexchange/pom.properties	126	119	a3e432db	deflated	637cdd7d735936ad2bb1903eaa796194c50aad1a671c32686a9b2ae1c05e1993
aws-java-sdk-dataexchange-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dataexchange/pom.xml	3580	1048	5cc3ca68	deflated	44a60e00b71be1f20211a7a527c010a2d89267d8c62af064e288ceb79b3c26d4
aws-java-sdk-datapipeline-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-datapipeline-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datapipeline/pom.properties	126	119	57ed5e70	deflated	a4d40d7db6c937257dbc526b57d3a54000da621d9b6237229d6b9db4e2510783
aws-java-sdk-datapipeline-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datapipeline/pom.xml	3580	1050	486c6efe	deflated	f2f9501561a059e6c3532b788d2241414e90f109566e84e7798b61312e32b339
aws-java-sdk-datasync-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-datasync-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datasync/pom.properties	122	117	a2c376a9	deflated	edd6b57dec9c709b8209cda7d485222fdd36b5723dcd30e851bc82d645848fb8
aws-java-sdk-datasync-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datasync/pom.xml	3557	1044	cc5f54b8	deflated	50da33dfe14493069c2eedc91cd804ef57ce366fcfc55f9515365c2349eaa1ee
aws-java-sdk-datazoneexternal-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-datazoneexternal-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datazoneexternal/pom.properties	130	123	b873d058	deflated	b9c7d6ebf254275388cb02367beca726812ae52bcebc0a9552be9c5cbbd68ccd
aws-java-sdk-datazoneexternal-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-datazoneexternal/pom.xml	3582	1054	cd056794	deflated	0cef00d5466c7aafe2b11d72998f98e5eea9b2c5c3c20dba46a55bc9772d5386
aws-java-sdk-dax-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-dax-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dax/pom.properties	117	115	3b9363a0	deflated	be92f37d839e0b4d2d4bbacc67eb760c66acc9377670b0e6f8b4c321b9c9f2fd
aws-java-sdk-dax-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dax/pom.xml	3610	1063	6e4ee5ad	deflated	4d95f0df52e3963c79b1029eb65358001b8e38b797a2e15d16efbdb31c6b1505
aws-java-sdk-detective-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-detective-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-detective/pom.properties	123	117	0736e089	deflated	30b907f5da837a5cd43229eed5255fc5c482e013a37fc6ca018a5769d406ddd2
aws-java-sdk-detective-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-detective/pom.xml	3571	1044	d2488f7b	deflated	716e6739556fcfad04818e8509d716be160629bed0d2816c6642e07360ff3250
aws-java-sdk-devicefarm-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-devicefarm-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-devicefarm/pom.properties	124	119	5cf2b521	deflated	3882eade2bae148a4241c01ad7d2e25ebc85484d37dbf6afa9f114bd94b650ff
aws-java-sdk-devicefarm-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-devicefarm/pom.xml	3562	1041	3073a7d8	deflated	a0140d4eb5ef17b70f9dcbaf1f8d5f602b7619df8d0b30c9c6a68c7824f64af7
aws-java-sdk-devopsguru-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-devopsguru-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-devopsguru/pom.properties	124	119	f78c408e	deflated	cd3a98cf99c144f6afa71f4a96addce9dc748be6a4fe72bba141397b6f2c5238
aws-java-sdk-devopsguru-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-devopsguru/pom.xml	3579	1051	4eac3d04	deflated	11df9d96d07bc65dc9e03b8d8330379fe2ad867ec28ee13364fb2b3775d42385
aws-java-sdk-directconnect-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-directconnect-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-directconnect/pom.properties	127	119	9e64b23b	deflated	9dfa58bb50bb96e8bf2c3f3488cf050b0960199bedcd8d904eae4bb136573292
aws-java-sdk-directconnect-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-directconnect/pom.xml	3585	1046	2b4090c9	deflated	46b66f5d08c220f106c44c80dce9335e433dab1bc081c029e8969277f6fb4e0c
aws-java-sdk-directory-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-directory-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-directory/pom.properties	123	117	30a9b85f	deflated	a042b040487e0cb4eb404a1b9c981ec8d65cd52aeedb0010e892c036e9b2af42
aws-java-sdk-directory-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-directory/pom.xml	3577	1038	0f34e2d5	deflated	bb2fe4fd2d054a9d588009cffed0764029a604c3b6a20e37959e7f598dced4bd
aws-java-sdk-discovery-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-discovery-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-discovery/pom.properties	123	120	dee378b1	deflated	e13c1b152c9f156c804ae7ee6433ac9cc2c6c207523d29a333684f63fd84ed01
aws-java-sdk-discovery-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-discovery/pom.xml	3615	1049	1715dce2	deflated	cdae961021655e430e0cb3194a5a0fae4d9ba87b080d5031bb4cb450af1a96f7
aws-java-sdk-dlm-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-dlm-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dlm/pom.properties	117	114	89da9021	deflated	cb907701e3a321ba94dd4a3586e74c5f4ef94cee7372e77ac558a2e74f6ae830
aws-java-sdk-dlm-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dlm/pom.xml	3598	1053	b73f8cbd	deflated	6d8610528ec468c36c940c568dc90a65262465778a6cde4d52ff8f4fec5741cf
aws-java-sdk-dms-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-dms-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dms/pom.properties	117	114	9e5c7ed7	deflated	84f32516f1ac94d008c1be1e0c40bbcf17764538258a2c9f8777aa94144a4d75
aws-java-sdk-dms-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dms/pom.xml	3594	1050	954f270a	deflated	96594b35107ddc0f948a46a80fbbb88ae9740d1e95b5710ab14dbf25ad0c9e22
aws-java-sdk-docdb-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-docdb-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-docdb/pom.properties	119	115	a6e5855e	deflated	96b60d7cd296f9184cf2fde4400b6b984d5298f73e2fe8117f3540755893727d
aws-java-sdk-docdb-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-docdb/pom.xml	3647	1063	cdc3fb5a	deflated	cec33ca2bcc019ea7257613a86d457684cb57e2ad9b53ee6116e511a15f8956e
aws-java-sdk-docdb-1.12.564.jar	com/amazonaws/services/docdb/request.handler2s	123	79	dcbf77d7	deflated	03d37561d54efc8089af1011c6ffac6f9df2f0777d21cc8e0fa905886a8633a4
aws-java-sdk-docdbelastic-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-docdbelastic-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-docdbelastic/pom.properties	126	120	c628f51e	deflated	60e684bb77e9b8d1e7de7b616745d70251122adb26cbc72b5bb696dd013d6c80
aws-java-sdk-docdbelastic-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-docdbelastic/pom.xml	3631	1063	5340348d	deflated	d64bf72edd4584c7cf70ff5754b43d11e38ba82feaef5532c412cc199adbb3a0
aws-java-sdk-drs-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-drs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-drs/pom.properties	117	114	e22bf71e	deflated	f8cced086d115dea51fcd0b579b85c4a6f21419bd390b4e45d4b794a4cf1b8bf
aws-java-sdk-drs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-drs/pom.xml	3586	1054	82dc6a81	deflated	622c4d51c2089373e801f1b5b3f312caad5b7d838675aae5879a5954ecaa67fe
aws-java-sdk-dynamodb-1.12.564.jar	.gitkeep	86	73	ba173259	deflated	d2dc20368af87eb263cafc162e8da4cb35b5ba0378ab06c5058df0265950a022
aws-java-sdk-dynamodb-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-dynamodb-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dynamodb/pom.properties	122	117	cd5f0735	deflated	b2b408ba763af75d4bbf6501a18aaa36cd90b1b928ec066696981be1456c7b61
aws-java-sdk-dynamodb-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-dynamodb/pom.xml	4448	1113	a9ae73a8	deflated	d119e3b78913fbabbcae035561d5de91d660af90d57f0b4c0a5f8f7e14a238a9
aws-java-sdk-ebs-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-ebs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ebs/pom.properties	117	115	4441072a	deflated	74dd50e59fb1d7d214616cf861ba74f4b4adee6c1ed399e739ecc5e31490cf19
aws-java-sdk-ebs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ebs/pom.xml	3589	1054	409973f1	deflated	cc80b0bf57e057d6107139975525034624ffa8c52e27238ff9e5180ab7bf1755
aws-java-sdk-ec2-1.11.22.jar	META-INF/MANIFEST.MF	132	110	2a6b988d	deflated	485690693e6ae9f500c7de878e6eba636e0a2f092e356af8c2aab0f48e09aea2
aws-java-sdk-ec2-1.11.22.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ec2/pom.properties	116	114	e94a6aa5	deflated	b262433640efd67364bfdb4aa813fc6963396df38d4ad845e68c49fcd3c6faba
aws-java-sdk-ec2-1.11.22.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ec2/pom.xml	3354	1014	7b53f8a9	deflated	b3b42b8a60d9c63becc3bac009b96e15a4073c9f59de23ef5e42822558e909a8
aws-java-sdk-ec2-1.11.22.jar	com/amazonaws/services/ec2/request.handler2s	148	93	ccd08ec2	deflated	8cd4e33714aa6658f1d9cc4900d2a59d93b84a87d5296f2fb4ea5ac4f11c1c64
aws-java-sdk-ec2-1.11.22.jar	com/amazonaws/services/ec2/request.handlers	61	63	95288faa	deflated	8a1ed417b774cd43caae539616daff27edac337ff88772ed9f1bee06027793d1
aws-java-sdk-ec2-1.11.22.jar	models/ec2-2016-04-01-intermediate.json	15575196	773086	07a77a06	deflated	03d59f9629de820e9eb6fb1f9a46d1abcab9b776034ae11c39e641382892a759
aws-java-sdk-ec2-1.11.22.jar	models/ec2-2016-04-01-model.json	856727	109158	8ffa171e	deflated	5ce0c773742bf362ab0b26d3d5ce059bcd5881c4a4140aeec412fb926b684c2c
aws-java-sdk-ec2instanceconnect-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-ec2instanceconnect-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ec2instanceconnect/pom.properties	132	122	b23c76fe	deflated	0073a70bf4f3bedcc1239c4813426f10b264f77ed7322606e831b7bedc8b822b
aws-java-sdk-ec2instanceconnect-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ec2instanceconnect/pom.xml	3613	1053	bcbfa08c	deflated	ef9fb7e6b217ba6dc3f7ac0d963a5a6bd8fa31c3de8b80c1118a8f8414fce370
aws-java-sdk-ecr-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-ecr-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecr/pom.properties	117	114	4e0d0138	deflated	ff45b5f64c85a29775a792fe1e6f4ea53bd6ccc777bee1f707839106415ac6f0
aws-java-sdk-ecr-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecr/pom.xml	3603	1051	3a4f2ad6	deflated	11b3c49d80c002391334bfcb83a8efecc41957fd3df618e8f80291adb04574e3
aws-java-sdk-ecrpublic-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-ecrpublic-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecrpublic/pom.properties	123	119	28e88b7b	deflated	cbcc239341a94bd892ed79546edd5a809ff90d3d635ab7e75a029ad2a99978ae
aws-java-sdk-ecrpublic-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecrpublic/pom.xml	3643	1061	7337b908	deflated	fffa0b2b3ceee1368fc7c0d7ebca6de735e6934d395f2b158b824cbedbc99bcc
aws-java-sdk-ecs-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-ecs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecs/pom.properties	117	114	0a5ea47b	deflated	dc8a3cc00dbb16f4f666a08fd9118a29aa649073fdaea8e3365627935045ff06
aws-java-sdk-ecs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-ecs/pom.xml	3592	1047	e476f978	deflated	6da04c1a23d6255f1c2d4865f39546661733474532d4ec171c2c881fab86dd55
aws-java-sdk-efs-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-efs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-efs/pom.properties	117	114	425cc452	deflated	2b309b71bed58b4c2a18189f3ef5e7563b5b65c7a827dbe4462e05cde8ce7e37
aws-java-sdk-efs-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-efs/pom.xml	3581	1047	9e73b05b	deflated	ed8d895e464aa37616e3a925fcab879931efbe575548bbdfae0531c4f6f398fd
aws-java-sdk-eks-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-eks-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-eks/pom.properties	117	113	e1f77bc3	deflated	c755babcca8fa53d773e65fba5bca7fe7ee1034efa132955ef3e4165f38737dd
aws-java-sdk-eks-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-eks/pom.xml	3652	1064	2a1cb27f	deflated	23d452ffcc957d15887570978ff90aa20445bf38f51d89d3f4775e8b8308160d
aws-java-sdk-elasticache-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticache-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticache/pom.properties	125	119	503d86bd	deflated	53e81389dae3782707832ba7fe939179f994be0bddf6924e34f00774437b59c5
aws-java-sdk-elasticache-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticache/pom.xml	3581	1050	50622905	deflated	7e925edf9ea2b185a443c386a21ae072765dfca30bbe47a3f0ba0b8493a958f1
aws-java-sdk-elasticbeanstalk-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticbeanstalk-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticbeanstalk/pom.properties	130	123	e9baa1b2	deflated	58f93d2d15546c4f1448e8c8f845a9adf2e9f78bde2c6d4f9faff3bc195ebc46
aws-java-sdk-elasticbeanstalk-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticbeanstalk/pom.xml	3600	1050	e77ddc03	deflated	d56a72fb4c279438fe3be1d2238c7481412f3e9cf427a93d8db103ed7124706a
aws-java-sdk-elasticinference-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticinference-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticinference/pom.properties	130	122	4da7ea78	deflated	0d31ee9b55cc229fd2677b20bb91ecd5e6cab431da091ee24089a6b700e62a9d
aws-java-sdk-elasticinference-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticinference/pom.xml	3612	1053	0fc2f4fa	deflated	2dae387915511581831a40ce347a550ce2e5c445ecaeeb748f634a128efc45b8
aws-java-sdk-elasticloadbalancing-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticloadbalancing-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticloadbalancing/pom.properties	134	124	929973bf	deflated	a3c748854ad49163e0b3a6a595500ffbfeba85a44b957095ac3b29c435b52061
aws-java-sdk-elasticloadbalancing-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticloadbalancing/pom.xml	3636	1073	1ad60bf7	deflated	b47893fb0034cd5a89791783ffd6bc4717345bb2ae642f9c0480bcb884e63f5a
aws-java-sdk-elasticloadbalancingv2-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticloadbalancingv2-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticloadbalancingv2/pom.properties	136	125	ad2e88c3	deflated	842851707a788d6be4f94865413e6fd0130dee2af79cf28a1826980b720a3916
aws-java-sdk-elasticloadbalancingv2-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticloadbalancingv2/pom.xml	3640	1076	8bef89db	deflated	e52eb16791b16df305b32ac19ed0326b2035212b82febdefb3e186070b555a08
aws-java-sdk-elasticsearch-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elasticsearch-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticsearch/pom.properties	127	120	f8428ecf	deflated	057c6852b666d8f9503dbad3e023946ddc7ef1823a68ad472772668011c84abc
aws-java-sdk-elasticsearch-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elasticsearch/pom.xml	3607	1049	2f9e8a07	deflated	970c406864832a8c4470a4c70beecda1eccbe4644c1d761a5f04708527caffe4
aws-java-sdk-elastictranscoder-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-elastictranscoder-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elastictranscoder/pom.properties	131	122	2ae39b67	deflated	6a08f510610a186f42f8408369964b1727a3c9612bd60716a1f20c5e9e9e997f
aws-java-sdk-elastictranscoder-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-elastictranscoder/pom.xml	3614	1053	6a6b8767	deflated	7230745a6c34f05527a920c56961bdc6f2a8104e0dc5b21bfe89e402f78a38ae
aws-java-sdk-emr-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-emr-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emr/pom.properties	117	113	86a9534c	deflated	e0e7c266c36da2f4942fd6bd285014bf7ed63ca8c6a31a2f7f5c6e46e1ab3c5f
aws-java-sdk-emr-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emr/pom.xml	3555	1054	de077ac1	deflated	712f54bc4cda8d07b37a32b542d3708637c6c8eb999992098fd8d969d1289278
aws-java-sdk-emrcontainers-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-emrcontainers-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emrcontainers/pom.properties	127	122	fa8cec65	deflated	696d37f8b51140f3e0f00a57242f52140968a30af3c3b7643341bfd71fffd82b
aws-java-sdk-emrcontainers-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emrcontainers/pom.xml	3594	1053	4ffd28ab	deflated	12ec3daddd2606e1a38fa19771b497e81cbad96f912fc95d38cd7513a8bf16fd
aws-java-sdk-emrserverless-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-emrserverless-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emrserverless/pom.properties	127	121	d660d750	deflated	597348581e2f91987bc594809597d073b1e9fc6c8dc68741da19c9e7954ac50f
aws-java-sdk-emrserverless-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-emrserverless/pom.xml	3573	1049	4dd6ba2a	deflated	e758cd33d811d2c70bd1b8c423ea47f45ad96e5f738d672be6602f0d52b0fa72
aws-java-sdk-entityresolution-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-entityresolution-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-entityresolution/pom.properties	130	125	3ce92475	deflated	589cda4e5c227ce140d29b0f5096a2872bbdac503a5552cf5f1ca44804a10078
aws-java-sdk-entityresolution-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-entityresolution/pom.xml	3597	1048	af6535ff	deflated	d9e191bbf6d35833e8ca2473eb70414ba4cb8b69d12229cfb475c4c40472e783
aws-java-sdk-eventbridge-1.12.564.jar	META-INF/MANIFEST.MF	130	108	08960c59	deflated	3361b4fae45527150983b918ea4f23f365809055f11e87101dc864076e083a81
aws-java-sdk-eventbridge-1.12.564.jar	META-INF/maven/com.amazonaws/aws-java-sdk-eventbridge/pom.properties	125	121	a313b05e	deflated	336b1002fe8e8ad540a5ee2671a1640cf6572245c169e851f2ff749c792f63aa
